user_id,avg_session_duration,purchase_count,subscription_type,churned
329,11.55,3,Free,0
330,8.23,0,Free,1
331,25.73,0,Premium,0
332,12.12,0,Free,0
333,7.82,0,Free,0
334,4.75,0,Free,1
335,6.62,4,Free,0
336,13.49,4,Free,0
337,10.77,2,Free,0
338,10.34,0,Free,1
339,25.46,0,Premium,0
340,8.8,0,Free,0
341,10.32,1,Free,0
342,15.35,3,Free,0
343,8.13,1,Free,0
344,28.82,0,Premium,1
345,12.07,1,Free,0
346,9.52,0,Free,0
347,14.79,0,Premium,1
348,10.92,0,Free,0
349,11.56,1,Free,1
350,6.72,0,Free,1
351,36.48,2,Premium,0
352,12.42,0,Free,1
353,13.73,0,Free,0
354,12.5,0,Free,0
355,18.03,1,Premium,0
356,10.42,2,Free,0
357,10.49,0,Free,1
358,10.67,1,Free,0
359,28.29,3,Premium,0
360,30.98,4,Premium,0
361,7.54,1,Free,0
362,27.94,3,Premium,0
363,15.55,1,Premium,0
364,7.87,0,Free,1
365,11.87,3,Free,0
366,8.87,4,Free,1
367,35.34,1,Premium,0
368,25.06,1,Premium,0
369,8.92,2,Free,0
370,16.67,1,Free,0
371,3.16,0,Free,1
372,9.4,1,Free,0
373,10.49,1,Free,0
374,10.7,0,Free,0
375,12.65,3,Free,0
376,16.89,0,Free,0
377,23.83,4,Premium,0
378,9.39,0,Free,1
379,9.84,2,Free,0
380,9.72,2,Free,0
381,17.6,0,Free,1
382,13.28,0,Premium,0
383,17.26,0,Free,1
384,19.89,1,Free,0
385,23.08,1,Premium,0
386,12.18,4,Free,0
387,8.86,2,Free,1
388,9.06,0,Free,0
389,29.39,0,Premium,1
390,8.11,0,Free,1
391,14.33,0,Free,0
392,6.99,1,Free,1
393,11.6,3,Free,0
394,12.31,3,Free,0
395,1.73,0,Free,1
396,12.14,0,Free,0
397,12.03,1,Free,0
398,12.55,5,Free,1
399,15.74,0,Free,1
400,20.46,2,Premium,0
401,14.17,0,Free,1
402,10.49,1,Free,0
403,7.94,0,Free,1
404,7.06,0,Free,0
405,24.19,1,Premium,0
406,2.75,0,Free,1
407,30.32,1,Premium,0
408,18.56,0,Premium,1
409,10.35,5,Free,0
410,30.88,1,Premium,0
411,9.8,1,Free,0
412,26.53,3,Premium,0
413,11.93,1,Free,0
414,10.68,0,Free,1
415,10.68,0,Free,0
416,18.43,1,Free,0
417,11.0,1,Free,0
418,24.99,0,Premium,0
419,32.35,1,Premium,0
420,12.21,0,Free,1
421,11.62,1,Free,1
422,12.31,1,Free,0
423,11.46,0,Free,0
424,10.54,1,Free,0
425,10.27,1,Free,0
426,14.7,1,Free,0
427,13.29,2,Free,0
428,20.17,1,Premium,0
429,8.88,1,Free,0
430,6.25,1,Free,0
431,12.95,2,Free,0
432,16.32,0,Free,1
433,10.79,2,Free,0
434,8.54,0,Free,1
435,2.23,0,Free,1
436,6.38,2,Free,0
437,6.71,1,Free,1
438,14.17,0,Free,0
439,31.81,0,Premium,0
440,3.36,0,Free,1
441,12.52,0,Free,1
442,12.04,1,Free,1
443,23.4,1,Premium,0
444,12.44,1,Free,0
445,7.84,0,Free,1
446,10.51,4,Free,1
447,6.89,0,Free,0
448,22.44,0,Premium,1
449,5.14,0,Free,0
450,9.17,4,Free,1
451,6.64,0,Free,1
452,10.6,0,Free,1
453,10.83,0,Free,1
454,30.08,0,Premium,0
455,32.77,0,Premium,1
456,15.52,1,Free,0
457,6.18,0,Free,0
458,15.23,0,Free,0
459,30.41,1,Premium,0
460,3.76,2,Free,1
461,10.29,0,Free,1
462,1.99,0,Free,1
463,9.07,0,Free,0
464,9.92,3,Free,0
465,18.02,1,Premium,0
466,30.68,1,Premium,0
467,25.04,1,Premium,0
468,39.01,0,Premium,0
469,8.52,2,Free,0
470,10.31,4,Free,0
471,11.11,1,Free,0
472,8.87,5,Free,0
473,8.09,0,Free,1
474,22.05,0,Premium,1
475,8.6,1,Free,0
476,14.61,0,Free,1
477,17.28,0,Free,1
478,18.0,0,Free,0
479,9.56,0,Free,0
480,6.5,0,Free,1
481,31.87,0,Premium,0
482,4.24,0,Free,1
483,6.88,1,Free,1
484,13.86,1,Free,0
485,5.34,2,Free,0
486,10.79,0,Free,1
487,10.69,0,Free,1
488,26.19,1,Premium,0
489,8.57,0,Free,0
490,10.88,0,Free,1
491,11.97,2,Free,1
492,7.68,4,Free,0
493,9.94,2,Free,0
494,10.58,1,Free,0
495,16.0,0,Free,1
496,16.66,2,Free,0
497,15.15,0,Free,0
498,7.38,1,Free,0
499,11.22,1,Free,1
500,29.17,3,Premium,0
501,16.7,0,Free,0
502,7.35,0,Free,1
503,26.0,3,Premium,0
504,6.81,3,Free,1
505,13.32,1,Free,0
506,13.04,1,Free,0
507,26.37,2,Premium,0
508,9.79,0,Free,1
509,13.36,1,Free,0
510,8.9,0,Free,1
511,14.23,3,Free,0
512,7.04,0,Free,1
513,17.77,1,Free,1
514,11.06,0,Free,0
515,1.77,0,Free,1
516,14.94,1,Free,0
517,11.59,3,Free,0
518,15.66,2,Free,0
519,9.2,0,Free,0
520,7.65,0,Free,1
521,40.1,2,Premium,0
522,25.29,0,Premium,1
523,16.24,0,Free,1
524,3.79,0,Free,1
525,8.04,3,Free,0
526,3.06,0,Free,1
527,11.44,0,Free,0
528,13.1,0,Free,0
529,7.38,0,Free,0
530,10.06,2,Free,0
531,21.62,0,Premium,1
532,13.62,1,Free,0
533,19.36,0,Premium,1
534,7.86,1,Free,1
535,10.36,3,Free,0
536,10.98,3,Free,1
537,8.96,0,Free,0
538,6.23,5,Free,0
539,10.11,0,Free,0
540,13.2,0,Free,0
541,9.41,0,Free,0
542,25.64,0,Premium,1
543,30.97,0,Premium,1
544,1.6,0,Free,1
545,11.95,1,Free,0
546,8.64,4,Free,1
547,15.41,0,Free,1
548,17.66,0,Premium,1
549,12.46,0,Free,1
550,11.12,5,Free,0
551,13.17,0,Free,1
552,19.72,0,Free,0
553,9.49,1,Free,0
554,8.19,0,Free,1
555,8.56,2,Free,0
556,11.12,0,Free,0
557,13.54,0,Free,1
558,18.49,0,Free,1
559,9.15,1,Free,1
560,13.7,1,Free,0
561,3.93,0,Free,1
562,13.73,3,Free,0
563,25.3,4,Premium,0
564,14.22,3,Free,0
565,12.36,0,Free,1
566,7.33,1,Free,0
567,11.43,2,Free,0
568,12.7,4,Free,0
569,7.88,1,Free,0
570,14.11,2,Free,0
571,13.52,0,Free,0
572,12.42,2,Free,1
573,14.06,4,Free,1
574,16.1,1,Free,0
575,13.6,2,Free,1
576,12.12,5,Free,0
577,13.33,2,Free,0
578,9.0,1,Free,0
579,13.19,0,Free,1
580,6.61,1,Free,1
581,26.51,1,Premium,0
582,3.3,0,Free,1
583,9.39,0,Free,1
584,10.56,1,Free,0
585,10.42,0,Free,1
586,8.99,3,Free,0
587,14.1,2,Free,0
588,13.19,0,Free,1
589,7.47,0,Free,0
590,35.59,1,Premium,0
591,11.31,0,Premium,0
592,23.33,1,Premium,0
593,13.48,1,Free,0
594,10.39,0,Free,0
595,10.41,1,Free,1
596,6.95,1,Free,0
597,10.25,1,Premium,0
598,11.16,1,Free,0
599,13.38,0,Premium,0
600,13.5,1,Free,0
601,10.74,2,Free,0
602,11.86,5,Free,0
603,5.34,4,Free,0
604,16.24,0,Premium,0
605,1.85,0,Free,1
606,12.38,3,Free,0
607,6.85,1,Free,0
608,10.12,0,Free,1
609,31.7,0,Premium,0
610,9.88,0,Free,0
611,29.65,2,Premium,0
612,10.58,0,Free,1
613,19.9,1,Premium,0
614,19.6,0,Premium,1
615,7.89,0,Free,1
616,8.0,2,Free,0
617,14.88,0,Free,1
618,8.36,2,Free,0
619,22.76,2,Premium,0
620,8.62,3,Free,0
621,7.66,2,Free,1
622,12.26,0,Free,1
623,7.09,0,Free,1
624,10.14,0,Free,1
625,8.22,2,Free,0
626,8.94,1,Free,0
627,16.16,0,Free,0
628,37.64,0,Premium,1
629,10.1,1,Free,0
630,3.76,0,Free,1
631,13.16,1,Free,0
632,13.39,0,Free,1
633,17.74,0,Free,0
634,14.0,4,Free,0
635,32.53,2,Premium,0
636,26.42,1,Premium,0
637,8.92,0,Free,1
638,11.78,1,Free,1
639,1.76,1,Free,1
640,17.13,2,Free,1
641,12.86,0,Free,0
642,9.26,0,Free,0
643,10.73,0,Premium,1
644,8.31,1,Free,0
645,4.45,1,Free,1
646,12.56,2,Free,1
647,11.64,3,Free,0
648,15.36,1,Free,1
649,24.55,0,Premium,0
650,3.95,1,Free,0
651,11.12,0,Free,0
652,9.36,3,Free,0
653,9.97,1,Free,0
654,8.36,1,Free,0
655,3.21,0,Free,1
656,27.99,1,Premium,0
657,13.33,0,Free,0
658,9.39,1,Free,0
659,6.2,0,Free,1
660,8.73,0,Free,1
661,9.73,0,Free,1
662,3.31,0,Free,1
663,8.56,0,Free,1
664,21.68,4,Premium,0
665,11.27,0,Free,1
666,10.38,1,Free,0
667,5.76,1,Free,0
668,1.1,0,Free,1
669,21.01,1,Premium,0
670,7.05,2,Free,0
671,2.89,0,Free,1
672,13.61,1,Free,0
673,10.62,4,Free,0
674,11.33,3,Free,0
675,11.14,2,Free,0
676,9.28,1,Free,0
677,7.84,2,Free,0
678,4.55,3,Free,1
679,8.18,0,Free,1
680,32.29,0,Premium,1
681,20.98,2,Premium,0
682,13.6,3,Free,0
683,33.49,0,Premium,1
684,10.26,1,Free,0
685,14.3,0,Free,0
686,13.78,0,Free,1
687,9.89,0,Free,0
688,6.58,0,Free,0
689,10.28,1,Free,0
690,12.04,0,Free,1
691,11.73,3,Free,0
692,13.78,0,Free,1
693,7.67,1,Free,1
694,6.59,1,Free,0
695,11.42,1,Free,1
696,7.41,3,Free,0
697,16.0,0,Free,0
698,11.17,0,Free,1
699,12.45,0,Free,1
700,10.23,0,Free,1
701,29.73,1,Premium,0
702,9.9,3,Free,1
703,8.25,1,Free,0
704,7.69,0,Free,0
705,5.71,1,Free,0
706,9.6,2,Free,0
707,10.92,1,Free,0
708,21.04,1,Premium,0
709,18.72,0,Free,0
710,16.82,2,Free,1
711,13.35,2,Free,0
712,16.21,2,Free,0
713,4.24,0,Free,1
714,14.07,1,Free,0
715,17.81,0,Premium,0
716,10.38,1,Free,1
717,9.92,4,Free,0
718,12.7,0,Free,1
719,34.82,1,Premium,0
720,12.41,2,Free,0
721,14.43,2,Premium,0
722,2.61,0,Free,1
723,7.81,0,Free,0
724,1.83,0,Free,1
725,11.3,1,Free,0
726,30.8,2,Premium,0
727,6.31,0,Free,0
728,14.69,2,Free,0
729,13.68,3,Free,0
730,11.8,1,Free,0
731,25.95,2,Premium,0
732,21.07,3,Premium,0
733,8.07,0,Free,0
734,10.95,4,Free,0
735,14.62,0,Free,0
736,13.76,0,Free,0
737,11.24,2,Free,0
738,13.33,1,Free,0
739,11.89,1,Free,1
740,11.24,0,Free,0
741,20.62,1,Premium,0
742,18.64,2,Free,0
743,6.38,0,Free,1
744,17.22,0,Premium,1
745,11.87,0,Free,1
746,9.86,4,Free,1
747,8.48,4,Free,0
748,12.98,2,Free,0
749,40.61,0,Premium,0
750,6.0,2,Free,0
751,28.68,1,Premium,0
752,33.74,2,Premium,0
753,11.43,1,Free,0
754,8.18,1,Free,0
755,8.86,0,Free,1
756,12.5,0,Free,0
757,16.36,0,Free,0
758,11.44,0,Free,0
759,5.51,1,Free,0
760,23.94,1,Premium,0
761,36.83,0,Premium,0
762,23.04,0,Premium,0
763,11.44,2,Free,0
764,12.42,1,Free,0
765,3.61,1,Free,0
766,9.91,0,Free,1
767,19.31,0,Free,1
768,27.8,1,Premium,0
769,10.05,0,Free,1
770,11.1,0,Free,0
771,9.71,3,Free,0
772,26.19,0,Premium,0
773,5.12,0,Free,0
774,4.51,0,Free,1
775,28.48,4,Premium,0
776,10.6,0,Free,0
777,10.56,2,Free,0
778,30.65,1,Premium,0
779,13.55,4,Free,1
780,13.55,2,Premium,0
781,6.34,0,Free,1
782,17.33,0,Premium,0
783,10.75,0,Free,0
784,13.59,0,Free,1
785,17.74,1,Free,0
786,15.38,1,Free,0
787,8.76,0,Free,1
788,21.81,0,Premium,1
789,38.02,0,Premium,0
790,7.35,0,Free,0
791,5.21,1,Free,0
792,37.79,2,Premium,0
793,11.59,1,Free,0
794,10.04,1,Free,0
795,14.16,2,Free,0
796,13.18,1,Free,0
797,16.97,1,Free,0
798,11.36,0,Free,1
799,7.1,0,Free,1
800,15.84,0,Premium,0
801,13.92,2,Free,1
802,10.77,3,Free,0
803,21.42,3,Premium,0
804,11.82,1,Free,0
805,9.85,3,Free,1
806,12.6,1,Free,0
807,10.72,1,Free,0
808,23.44,0,Premium,1
809,6.94,2,Free,1
810,9.87,1,Free,0
811,32.39,0,Premium,1
812,10.77,1,Free,0
813,11.48,0,Free,1
814,5.58,0,Free,0
815,4.4,0,Free,1
816,7.77,1,Free,0
817,11.44,1,Free,1
818,17.34,0,Free,1
819,15.51,0,Free,0
820,7.63,2,Free,0
821,12.08,0,Free,0
822,13.47,0,Free,0
823,14.02,0,Free,1
824,10.69,1,Free,0
825,9.09,0,Free,1
826,5.6,1,Free,1
827,12.13,0,Free,0
828,5.02,3,Free,0
829,18.47,0,Premium,1
830,27.83,2,Premium,0
831,7.77,0,Free,1
832,6.33,1,Free,0
833,10.5,0,Premium,0
834,28.4,1,Premium,0
835,8.97,0,Free,1
836,11.39,3,Free,0
837,10.12,0,Free,1
838,18.02,0,Premium,0
839,9.82,3,Free,1
840,4.74,0,Free,1
841,3.1,0,Free,1
842,9.19,0,Free,1
843,9.84,1,Free,0
844,36.71,1,Premium,0
845,19.3,1,Free,0
846,11.3,1,Free,0
847,10.8,0,Free,1
848,14.75,1,Premium,0
849,6.78,3,Free,0
850,13.58,1,Free,0
851,38.22,0,Premium,1
852,14.07,0,Free,0
853,10.07,1,Free,0
854,14.73,2,Premium,0
855,2.38,0,Free,1
856,11.87,2,Free,0
857,12.59,2,Free,0
858,12.74,1,Free,0
859,8.17,2,Free,0
860,7.56,0,Free,1
861,13.58,0,Free,0
862,11.75,0,Free,1
863,17.3,0,Free,1
864,12.54,1,Free,0
865,9.86,1,Free,1
866,8.48,0,Free,1
867,2.55,1,Free,0
868,11.27,2,Free,0
869,8.81,3,Free,0
870,16.59,4,Free,0
871,14.81,1,Premium,0
872,25.7,1,Premium,0
873,6.02,1,Free,0
874,32.06,0,Premium,1
875,12.34,5,Free,1
876,33.23,1,Premium,0
877,5.84,0,Free,1
878,8.2,0,Free,0
879,7.21,0,Free,0
880,15.37,0,Free,0
881,2.78,0,Free,1
882,14.92,0,Free,0
883,11.81,5,Free,1
884,1.02,0,Free,1
885,12.68,0,Free,0
886,8.83,0,Free,1
887,10.56,2,Free,0
888,2.73,0,Free,1
889,16.78,0,Premium,0
890,20.86,0,Premium,1
891,17.37,0,Free,0
892,20.59,3,Premium,0
893,14.16,1,Free,0
894,12.74,2,Free,0
895,37.67,0,Premium,0
896,11.36,1,Free,0
897,14.26,0,Free,0
898,11.41,2,Free,0
899,9.23,1,Free,0
900,13.68,0,Free,1
901,20.62,0,Premium,0
902,16.04,0,Free,1
903,10.06,0,Free,1
904,15.11,2,Free,0
905,8.06,1,Free,0
906,9.51,2,Free,0
907,13.48,3,Free,0
908,13.78,2,Free,1
909,13.08,0,Free,0
910,19.39,0,Free,1
911,10.28,3,Free,0
912,12.44,3,Free,0
913,11.28,1,Free,0
914,8.49,3,Free,1
915,11.12,0,Free,1
916,15.11,2,Free,1
917,39.42,0,Premium,0
918,12.96,1,Free,0
919,10.26,1,Free,0
920,11.76,3,Free,0
921,15.18,1,Premium,0
922,14.26,1,Free,1
923,28.51,2,Premium,0
924,27.71,4,Premium,0
925,7.42,0,Free,1
926,6.93,4,Free,0
927,16.07,0,Free,1
928,10.47,0,Free,1
929,19.1,1,Free,0
930,11.78,4,Free,0
931,32.83,1,Premium,0
932,23.85,0,Premium,1
933,11.12,0,Free,1
934,6.84,0,Free,1
935,15.83,0,Free,1
936,28.32,1,Premium,0
937,13.79,3,Free,1
938,9.8,2,Free,0
939,9.97,0,Free,0
940,29.57,0,Premium,0
941,10.18,0,Free,0
942,12.23,2,Free,0
943,13.0,0,Free,1
944,2.86,0,Free,1
945,13.75,1,Free,0
946,29.38,0,Premium,0
947,11.92,2,Free,0
948,11.11,1,Free,0
949,9.86,0,Free,1
950,5.74,1,Free,0
951,20.23,4,Premium,0
952,6.26,2,Free,0
953,37.38,1,Premium,0
954,12.84,1,Free,0
955,35.25,0,Premium,1
956,9.18,0,Free,1
957,18.3,0,Premium,0
958,10.7,4,Free,0
959,9.04,1,Free,0
960,14.95,0,Free,1
961,11.42,3,Free,0
962,14.32,0,Free,1
963,14.9,0,Free,1
964,7.51,0,Free,1
965,6.25,1,Free,0
966,14.86,3,Free,0
967,15.46,1,Free,0
968,15.42,0,Free,1
969,11.25,0,Free,1
970,8.65,3,Free,0
971,7.22,0,Free,1
972,9.44,1,Free,1
973,13.08,3,Free,1
974,37.83,1,Premium,0
975,34.01,0,Premium,0
976,9.38,0,Premium,1
977,14.52,0,Free,0
978,13.03,1,Free,0
979,5.78,0,Free,0
980,8.72,0,Free,0
981,25.94,0,Premium,1
982,37.38,0,Premium,0
983,13.4,1,Free,0
984,8.1,0,Free,1
985,11.07,1,Free,1
986,28.22,1,Premium,0
987,12.28,1,Free,0
988,8.97,2,Free,0
989,9.16,0,Free,0
990,10.39,2,Free,0
991,7.13,2,Free,0
992,13.98,0,Free,1
993,22.15,5,Premium,0
994,9.85,0,Free,1
995,33.9,0,Premium,0
996,4.15,4,Free,0
997,28.08,0,Premium,1
998,24.46,0,Premium,0
999,29.38,2,Premium,0
1000,12.35,0,Free,0
1001,8.11,2,Free,1
1002,11.69,2,Free,0
1003,16.09,2,Free,0
1004,4.46,0,Free,1
1005,12.69,0,Free,0
1006,29.86,0,Premium,0
1007,11.61,0,Free,1
1008,10.14,2,Free,0
1009,38.38,0,Premium,1
1010,33.83,1,Premium,0
1011,14.62,3,Free,0
1012,8.84,1,Free,0
1013,9.45,2,Free,0
1014,13.5,1,Free,0
1015,11.07,2,Free,0
1016,5.63,1,Free,0
1017,14.38,1,Free,1
1018,9.45,2,Free,0
1019,7.92,1,Free,0
1020,23.47,1,Premium,0
1021,31.87,2,Premium,0
1022,11.98,6,Free,0
1023,22.05,0,Premium,0
1024,8.96,0,Free,1
1025,10.87,1,Free,0
1026,10.95,1,Free,0
1027,9.4,3,Free,0
1028,14.35,1,Free,1
1029,11.88,0,Free,0
1030,23.42,0,Premium,0
1031,36.24,0,Premium,0
1032,24.34,2,Premium,0
1033,7.05,0,Free,1
1034,10.73,0,Free,0
1035,19.16,0,Premium,0
1036,10.12,1,Free,0
1037,13.9,2,Free,0
1038,32.44,2,Premium,0
1039,8.13,0,Free,1
1040,2.77,2,Free,1
1041,10.9,2,Free,0
1042,11.22,4,Free,1
1043,8.23,2,Free,0
1044,9.47,2,Free,1
1045,19.05,0,Free,0
1046,14.09,0,Free,1
1047,10.81,1,Free,0
1048,7.92,7,Free,0
1049,3.82,1,Free,0
1050,7.52,1,Free,0
1051,3.22,3,Free,1
