purchase_id,user_id,purchase_time,product_category,order_value,payment_method
64,65,2025-05-09 07:22:00,Electronics,473.59,UPI
65,66,2025-11-20 20:28:00,Electronics,263.98,PayPal
66,66,2025-12-19 12:30:00,Entertainment,478.18,UPI
67,66,2025-11-26 08:57:00,Electronics,325.21,Debit Card
68,67,2026-02-05 05:26:00,Electronics,296.38,PayPal
69,67,2026-02-05 05:43:00,Entertainment,263.84,PayPal
70,69,2025-01-21 17:31:00,Electronics,268.15,UPI
71,72,2024-10-17 07:39:00,Entertainment,240.91,UPI
72,72,2024-07-18 20:55:00,Fashion,259.43,Debit Card
73,72,2024-07-18 20:40:00,Food,72.77,Credit Card
74,75,2025-09-13 09:53:00,Electronics,168.15,UPI
75,75,2025-09-13 09:21:00,Electronics,319.05,UPI
76,76,2025-05-24 15:28:00,Electronics,199.57,UPI
77,77,2025-09-08 21:53:00,Fashion,168.91,PayPal
78,77,2025-09-08 21:05:00,Fashion,242.73,Credit Card
79,78,2025-01-19 09:14:00,Food,67.87,Debit Card
80,78,2025-01-19 09:01:00,Entertainment,44.07,Credit Card
81,82,2025-07-27 23:45:00,Electronics,340.44,PayPal
82,82,2025-08-30 10:41:00,Electronics,8.2,PayPal
83,83,2024-10-11 16:37:00,Fashion,299.97,Credit Card
84,83,2024-08-30 04:51:00,Entertainment,297.94,UPI
85,83,2024-07-09 17:16:00,Entertainment,436.41,PayPal
86,83,2024-07-09 16:56:00,Electronics,382.19,UPI
87,83,2024-08-30 19:55:00,Entertainment,315.88,UPI
88,83,2024-08-30 19:55:00,Entertainment,456.43,Credit Card
89,84,2024-12-26 19:40:00,Electronics,460.6,UPI
90,84,2025-01-27 23:40:00,Entertainment,235.7,Credit Card
91,86,2025-10-07 09:21:00,Electronics,255.2,Debit Card
92,86,2025-09-07 15:17:00,Electronics,204.65,UPI
93,87,2025-05-29 17:32:00,Electronics,141.59,Credit Card
94,89,2024-05-28 00:33:00,Food,164.85,UPI
95,89,2024-05-28 00:33:00,Entertainment,279.73,Credit Card
96,89,2024-08-23 03:16:00,Entertainment,89.33,Credit Card
97,90,2024-08-25 17:28:00,Fashion,387.99,Credit Card
98,94,2024-11-29 04:11:00,Fashion,272.58,UPI
99,95,2024-08-06 21:58:00,Fashion,98.02,UPI
100,95,2024-08-06 21:46:00,Fashion,229.27,Credit Card
101,96,2025-07-14 02:32:00,Entertainment,334.44,UPI
102,96,2025-05-05 00:41:00,Entertainment,464.56,PayPal
103,98,2025-01-31 14:23:00,Fashion,22.9,PayPal
104,99,2025-06-13 17:53:00,Food,182.36,UPI
105,100,2025-04-29 00:56:00,Fashion,350.48,Debit Card
106,101,2025-09-30 13:07:00,Food,99.32,Debit Card
107,101,2025-11-20 22:33:00,Fashion,321.51,PayPal
108,102,2024-12-16 07:25:00,Food,26.69,Debit Card
109,103,2024-11-20 08:49:00,Electronics,195.4,Credit Card
110,103,2024-09-08 04:59:00,Fashion,408.74,Debit Card
111,104,2024-04-12 08:33:00,Electronics,266.56,PayPal
112,105,2024-10-27 13:07:00,Fashion,349.07,Credit Card
113,105,2024-10-27 13:08:00,Fashion,472.75,Credit Card
114,106,2024-01-26 14:06:00,Food,111.07,Debit Card
115,106,2024-03-31 19:47:00,Food,401.61,UPI
116,106,2024-03-31 19:38:00,Entertainment,465.14,Credit Card
117,109,2025-10-12 22:55:00,Entertainment,494.83,PayPal
118,109,2025-10-12 23:50:00,Electronics,173.86,UPI
119,110,2024-12-30 12:05:00,Food,28.19,UPI
120,110,2025-01-04 06:53:00,Entertainment,477.57,PayPal
121,110,2025-03-08 08:42:00,Food,165.58,Credit Card
122,110,2025-03-08 08:14:00,Electronics,498.86,Debit Card
123,111,2025-10-28 23:16:00,Fashion,481.75,PayPal
124,111,2025-09-30 12:02:00,Electronics,413.81,Debit Card
125,112,2024-10-15 04:19:00,Fashion,74.25,Credit Card
126,112,2024-10-15 12:58:00,Fashion,376.06,UPI
127,112,2024-10-15 13:18:00,Electronics,79.99,Debit Card
128,119,2024-11-19 16:24:00,Entertainment,190.54,Debit Card
129,119,2024-11-19 16:14:00,Entertainment,270.91,PayPal
130,119,2024-10-07 21:36:00,Fashion,176.06,PayPal
131,120,2025-05-01 06:57:00,Fashion,140.41,Debit Card
132,122,2024-09-27 20:03:00,Food,393.47,PayPal
133,122,2024-09-27 19:50:00,Food,309.9,Debit Card
134,123,2024-01-18 14:14:00,Entertainment,408.72,PayPal
135,124,2025-07-26 20:38:00,Food,316.89,Credit Card
136,125,2025-02-04 06:19:00,Electronics,488.33,Credit Card
137,125,2025-01-30 10:11:00,Entertainment,443.31,Credit Card
138,126,2024-10-14 03:17:00,Electronics,169.58,Debit Card
139,126,2024-10-14 03:33:00,Entertainment,102.29,UPI
140,127,2026-01-26 11:03:00,Entertainment,470.64,Credit Card
141,127,2026-01-26 10:46:00,Fashion,361.52,Credit Card
142,127,2026-01-03 04:30:00,Electronics,345.93,Credit Card
143,127,2026-01-03 04:15:00,Food,20.91,Credit Card
144,131,2024-12-26 13:18:00,Food,316.72,Debit Card
145,131,2024-12-26 13:30:00,Entertainment,33.94,UPI
146,134,2025-06-20 16:20:00,Fashion,460.92,Credit Card
147,135,2025-04-06 10:06:00,Electronics,187.1,UPI
148,135,2025-04-06 10:16:00,Food,13.92,PayPal
149,135,2024-12-27 01:56:00,Electronics,407.24,Credit Card
150,136,2025-02-15 17:01:00,Electronics,230.06,Credit Card
151,136,2025-01-13 04:37:00,Entertainment,392.48,PayPal
152,136,2025-02-23 16:28:00,Electronics,165.35,PayPal
153,136,2025-02-23 16:51:00,Electronics,330.7,UPI
154,137,2025-11-04 18:48:00,Entertainment,75.82,Debit Card
155,138,2025-08-28 17:17:00,Food,466.81,PayPal
156,138,2025-08-28 17:27:00,Fashion,197.68,Debit Card
157,138,2025-09-15 06:09:00,Food,362.98,UPI
158,139,2024-03-14 20:10:00,Electronics,160.75,Debit Card
159,140,2025-07-22 21:55:00,Entertainment,479.94,Credit Card
160,141,2025-04-10 03:25:00,Food,176.36,PayPal
161,142,2025-02-03 07:11:00,Electronics,92.1,PayPal
162,142,2025-02-03 07:08:00,Fashion,298.27,Credit Card
163,146,2025-07-11 16:06:00,Fashion,71.96,Debit Card
164,146,2025-07-04 22:59:00,Food,288.16,UPI
165,149,2025-07-23 18:00:00,Electronics,407.48,Debit Card
166,149,2025-07-09 14:18:00,Electronics,107.13,PayPal
167,149,2025-07-09 14:40:00,Electronics,296.63,UPI
168,150,2025-04-10 06:53:00,Electronics,327.59,PayPal
169,152,2025-03-01 20:25:00,Electronics,37.57,PayPal
170,152,2025-03-01 20:38:00,Food,134.44,Debit Card
171,153,2024-05-25 01:41:00,Food,327.95,Debit Card
172,153,2024-09-17 17:24:00,Food,486.6,Credit Card
173,154,2026-02-06 09:48:00,Entertainment,50.78,PayPal
174,154,2026-02-06 10:14:00,Entertainment,339.91,PayPal
175,154,2026-02-26 02:53:00,Fashion,408.88,Debit Card
176,154,2026-02-26 02:28:00,Food,322.21,Credit Card
177,158,2024-11-27 10:54:00,Entertainment,386.06,UPI
178,158,2024-11-27 11:47:00,Food,141.48,Credit Card
179,160,2025-07-29 03:29:00,Food,416.11,PayPal
180,160,2025-07-29 03:19:00,Electronics,252.19,UPI
181,160,2025-06-13 08:44:00,Food,210.81,Credit Card
182,163,2025-09-30 07:52:00,Food,212.92,PayPal
183,164,2026-03-08 23:05:00,Food,288.89,Debit Card
184,165,2024-10-16 19:53:00,Electronics,314.83,UPI
185,168,2025-05-05 19:16:00,Entertainment,296.7,Debit Card
186,168,2025-03-21 03:39:00,Entertainment,446.23,UPI
187,173,2026-03-23 15:15:00,Entertainment,313.35,Debit Card
188,173,2026-03-23 15:19:00,Entertainment,244.17,Debit Card
189,173,2026-02-24 01:22:00,Electronics,385.15,Credit Card
190,173,2026-02-24 01:19:00,Electronics,89.91,Debit Card
191,176,2026-01-28 01:29:00,Electronics,387.51,UPI
192,176,2025-12-15 23:46:00,Food,303.28,PayPal
193,176,2025-12-15 23:50:00,Fashion,403.99,Debit Card
194,177,2025-01-09 12:00:00,Entertainment,192.81,PayPal
195,179,2024-11-08 15:15:00,Electronics,50.28,Credit Card
196,180,2025-04-01 21:38:00,Entertainment,338.27,Credit Card
197,181,2025-07-06 09:08:00,Electronics,261.3,UPI
198,181,2025-07-06 09:16:00,Entertainment,323.09,PayPal
199,185,2025-12-11 13:22:00,Food,421.46,UPI
200,187,2024-11-26 13:32:00,Electronics,351.85,Credit Card
201,188,2024-11-02 22:49:00,Fashion,148.57,Debit Card
202,188,2024-09-20 19:07:00,Fashion,149.84,UPI
203,189,2024-05-30 07:14:00,Fashion,118.46,PayPal
204,189,2024-05-30 07:14:00,Fashion,402.64,UPI
205,192,2026-01-24 17:35:00,Electronics,65.07,Credit Card
206,192,2025-12-10 13:03:00,Fashion,213.95,Debit Card
207,192,2025-12-10 13:11:00,Entertainment,356.4,PayPal
208,194,2025-09-05 17:35:00,Entertainment,301.58,Debit Card
209,194,2025-09-05 17:15:00,Electronics,226.07,Credit Card
210,195,2025-11-16 20:42:00,Electronics,213.79,UPI
211,196,2025-07-28 17:06:00,Fashion,179.42,Credit Card
212,198,2024-08-17 13:40:00,Electronics,280.32,Credit Card
213,200,2026-02-10 02:23:00,Entertainment,335.45,UPI
214,200,2026-01-06 11:33:00,Electronics,111.85,Debit Card
215,202,2025-08-11 21:41:00,Food,425.12,PayPal
216,202,2025-08-11 21:14:00,Entertainment,353.21,UPI
217,202,2025-08-05 08:06:00,Electronics,417.57,Credit Card
218,203,2024-12-30 08:00:00,Fashion,386.1,Debit Card
219,204,2024-12-30 18:27:00,Fashion,280.8,UPI
220,205,2024-02-02 09:45:00,Entertainment,429.27,Debit Card
221,205,2024-01-14 10:52:00,Food,296.01,Debit Card
222,208,2026-02-14 08:05:00,Entertainment,68.23,Debit Card
223,209,2026-03-01 17:25:00,Fashion,435.49,UPI
224,209,2026-03-01 17:18:00,Electronics,44.95,Debit Card
225,212,2025-11-19 04:21:00,Fashion,160.94,Credit Card
226,212,2025-11-19 04:30:00,Food,475.37,UPI
227,213,2025-05-10 22:03:00,Electronics,41.25,UPI
228,217,2025-04-15 05:47:00,Fashion,218.28,UPI
229,217,2025-04-15 06:19:00,Food,66.92,PayPal
230,219,2024-09-18 02:08:00,Electronics,82.06,PayPal
231,219,2024-09-18 01:46:00,Fashion,391.84,Credit Card
232,219,2024-08-17 22:29:00,Electronics,139.7,UPI
233,219,2024-09-03 19:33:00,Entertainment,460.31,Credit Card
234,219,2024-09-03 19:32:00,Food,33.46,Debit Card
235,219,2024-08-25 20:37:00,Entertainment,321.95,PayPal
236,220,2024-12-18 12:37:00,Food,478.44,Credit Card
237,220,2024-12-18 13:24:00,Food,483.72,UPI
238,220,2024-11-12 00:33:00,Electronics,451.3,PayPal
239,222,2024-08-20 09:05:00,Food,242.07,PayPal
240,225,2024-12-26 22:47:00,Fashion,48.25,UPI
241,225,2024-12-26 23:24:00,Food,106.61,UPI
242,226,2025-12-11 05:51:00,Fashion,339.34,UPI
243,226,2025-12-11 06:08:00,Entertainment,260.34,Debit Card
244,228,2025-09-10 13:01:00,Electronics,367.01,Debit Card
245,230,2025-12-14 19:27:00,Fashion,185.28,PayPal
246,230,2025-12-14 19:34:00,Entertainment,174.6,PayPal
247,232,2024-04-17 10:13:00,Food,230.84,Debit Card
248,232,2024-06-14 12:23:00,Food,258.9,UPI
249,233,2024-08-26 00:07:00,Food,214.37,Credit Card
250,233,2024-08-26 00:15:00,Entertainment,424.59,UPI
251,235,2025-08-22 05:56:00,Entertainment,191.94,UPI
252,237,2026-04-05 09:33:00,Electronics,33.77,Credit Card
253,238,2025-05-23 00:27:00,Fashion,22.5,Debit Card
254,239,2024-08-19 13:08:00,Electronics,126.66,Credit Card
255,239,2024-11-20 22:57:00,Electronics,439.34,UPI
256,240,2025-05-11 01:57:00,Fashion,311.57,UPI
257,240,2025-04-27 03:50:00,Electronics,282.21,Debit Card
258,240,2025-04-27 03:20:00,Food,312.96,UPI
259,241,2025-12-28 11:04:00,Fashion,370.99,UPI
260,243,2025-08-15 07:15:00,Fashion,486.65,UPI
261,243,2025-06-07 04:45:00,Food,76.69,PayPal
262,243,2025-05-28 12:03:00,Entertainment,224.63,PayPal
263,243,2025-08-28 04:12:00,Food,203.9,Credit Card
264,244,2024-07-16 21:49:00,Food,395.5,Credit Card
265,244,2024-07-16 21:10:00,Food,339.07,PayPal
266,247,2025-04-06 07:36:00,Electronics,273.09,Debit Card
267,248,2024-09-26 22:29:00,Fashion,447.11,Debit Card
268,249,2024-12-08 10:32:00,Fashion,265.64,PayPal
269,250,2026-02-09 16:40:00,Electronics,151.21,Credit Card
270,250,2026-03-05 21:34:00,Electronics,224.11,PayPal
271,250,2026-03-05 21:55:00,Entertainment,311.28,Debit Card
272,252,2024-07-15 22:02:00,Entertainment,107.91,Credit Card
273,252,2024-06-14 16:39:00,Electronics,66.59,PayPal
274,253,2025-10-05 09:03:00,Electronics,6.67,Credit Card
275,253,2025-11-13 18:45:00,Electronics,244.88,Debit Card
276,254,2025-03-30 15:52:00,Fashion,136.39,Credit Card
277,254,2025-01-04 17:05:00,Entertainment,277.93,PayPal
278,255,2025-01-04 15:47:00,Fashion,369.71,PayPal
279,255,2025-01-04 15:17:00,Entertainment,475.49,PayPal
280,255,2024-11-10 19:16:00,Food,243.31,Debit Card
281,255,2024-11-10 19:01:00,Food,100.81,PayPal
282,258,2024-03-11 06:11:00,Fashion,308.19,PayPal
283,258,2024-02-07 04:52:00,Entertainment,403.3,Debit Card
284,258,2024-02-07 04:49:00,Electronics,210.73,Debit Card
285,259,2025-07-15 07:54:00,Entertainment,488.8,UPI
286,259,2025-07-15 08:12:00,Entertainment,128.0,UPI
287,260,2026-04-04 16:28:00,Electronics,201.92,PayPal
288,260,2026-04-04 16:14:00,Fashion,120.26,Credit Card
289,261,2025-12-05 18:49:00,Fashion,194.11,UPI
290,261,2025-12-05 18:53:00,Fashion,435.96,UPI
291,262,2024-09-13 03:37:00,Entertainment,146.87,PayPal
292,262,2024-09-13 03:38:00,Electronics,56.2,Credit Card
293,262,2024-10-04 08:20:00,Food,470.03,Credit Card
294,262,2024-10-04 08:43:00,Food,332.48,UPI
295,262,2024-08-09 05:22:00,Food,422.68,UPI
296,262,2024-08-09 05:02:00,Electronics,69.76,Credit Card
297,269,2025-09-21 08:59:00,Food,382.48,Credit Card
298,269,2025-09-21 09:22:00,Electronics,296.44,Credit Card
299,269,2025-07-06 09:11:00,Entertainment,423.17,UPI
300,271,2024-05-25 14:10:00,Entertainment,201.39,Credit Card
301,271,2024-06-15 21:33:00,Food,499.79,Debit Card
302,272,2024-07-06 23:32:00,Fashion,42.79,Credit Card
303,272,2024-07-06 23:01:00,Food,94.78,UPI
304,273,2025-04-17 10:48:00,Entertainment,471.62,UPI
305,275,2025-11-07 18:04:00,Food,251.61,Credit Card
306,277,2024-05-01 07:18:00,Electronics,284.79,Debit Card
307,279,2025-04-08 11:53:00,Food,198.79,UPI
308,282,2025-03-03 00:13:00,Food,164.79,PayPal
309,283,2025-12-11 05:34:00,Electronics,415.35,Credit Card
310,283,2025-12-11 05:31:00,Fashion,39.21,Credit Card
311,284,2025-01-29 02:47:00,Electronics,36.32,UPI
312,286,2025-12-11 13:28:00,Entertainment,444.91,Credit Card
313,286,2026-02-11 00:30:00,Fashion,108.01,Debit Card
314,288,2025-05-21 05:14:00,Fashion,120.46,Debit Card
315,289,2025-11-21 15:48:00,Entertainment,183.81,Debit Card
316,293,2024-05-31 22:51:00,Food,98.8,PayPal
317,293,2024-03-27 10:28:00,Entertainment,274.52,Credit Card
318,294,2025-10-25 03:34:00,Food,207.56,PayPal
319,294,2025-08-04 23:04:00,Food,26.23,PayPal
320,295,2026-03-12 13:42:00,Entertainment,417.52,PayPal
321,295,2026-03-12 13:59:00,Entertainment,11.03,Credit Card
322,298,2025-08-15 06:12:00,Fashion,137.99,Debit Card
323,298,2025-10-31 00:13:00,Fashion,157.44,UPI
324,299,2024-11-01 18:51:00,Entertainment,412.11,Debit Card
325,300,2025-09-29 05:25:00,Food,295.43,PayPal
326,302,2026-04-19 18:58:00,Fashion,262.51,Debit Card
327,303,2025-05-23 21:52:00,Fashion,409.11,Debit Card
328,303,2025-05-25 05:37:00,Entertainment,45.48,UPI
329,303,2025-05-25 06:17:00,Food,16.29,Credit Card
330,305,2025-10-26 18:09:00,Fashion,42.81,UPI
331,305,2025-10-26 18:00:00,Electronics,229.57,Credit Card
332,307,2025-02-10 08:48:00,Fashion,362.14,Debit Card
333,307,2025-01-03 07:55:00,Food,230.0,PayPal
334,307,2025-01-03 07:41:00,Food,466.96,Credit Card
335,309,2025-09-15 08:51:00,Fashion,486.2,Credit Card
336,310,2025-12-17 07:50:00,Entertainment,380.12,Credit Card
337,310,2025-12-17 08:19:00,Fashion,398.81,UPI
338,310,2025-12-26 01:44:00,Food,9.18,Debit Card
339,310,2025-12-26 01:35:00,Food,292.69,Credit Card
340,310,2026-01-17 19:22:00,Entertainment,415.31,Credit Card
341,313,2025-08-21 20:34:00,Entertainment,478.76,Debit Card
342,316,2025-11-01 13:26:00,Entertainment,380.02,UPI
343,316,2025-11-01 13:22:00,Food,452.69,PayPal
344,317,2024-05-30 22:52:00,Electronics,341.93,Credit Card
345,317,2024-05-30 22:38:00,Fashion,358.56,Debit Card
346,318,2025-08-04 17:51:00,Electronics,313.14,PayPal
347,318,2025-08-21 10:54:00,Fashion,145.62,PayPal
348,318,2025-08-21 10:59:00,Entertainment,49.84,UPI
349,318,2025-08-09 07:05:00,Food,309.42,UPI
350,326,2025-06-20 15:43:00,Electronics,363.08,UPI
351,326,2025-06-20 15:33:00,Food,46.07,Credit Card
352,326,2025-09-20 17:48:00,Entertainment,89.38,PayPal
353,326,2025-09-20 18:06:00,Fashion,262.85,Credit Card
354,327,2025-07-23 12:24:00,Entertainment,369.23,Debit Card
355,327,2025-06-23 06:46:00,Food,315.9,Debit Card
356,328,2025-09-12 17:47:00,Fashion,184.98,PayPal
357,329,2025-08-11 20:23:00,Food,368.2,PayPal
358,329,2025-10-01 10:46:00,Fashion,206.61,Debit Card
359,329,2025-10-01 10:11:00,Electronics,354.06,Credit Card
360,335,2025-07-13 08:47:00,Electronics,394.53,Debit Card
361,335,2025-09-22 08:34:00,Fashion,397.28,Debit Card
362,335,2025-06-17 21:54:00,Fashion,17.15,Debit Card
363,335,2025-09-30 00:04:00,Fashion,392.68,UPI
364,336,2024-09-25 08:32:00,Electronics,334.88,PayPal
365,336,2024-09-25 08:18:00,Fashion,200.01,UPI
366,336,2024-10-07 06:46:00,Electronics,398.5,Debit Card
367,336,2024-11-27 19:50:00,Electronics,414.07,UPI
368,337,2024-04-21 09:26:00,Entertainment,105.51,Debit Card
369,337,2024-04-21 09:31:00,Electronics,125.74,PayPal
370,341,2024-05-17 05:57:00,Entertainment,42.3,PayPal
371,342,2024-12-26 13:57:00,Entertainment,28.34,Credit Card
372,342,2025-01-06 08:04:00,Electronics,225.69,PayPal
373,342,2025-01-06 08:25:00,Entertainment,450.63,PayPal
374,343,2025-10-21 06:54:00,Food,426.36,UPI
375,345,2025-07-04 03:02:00,Food,121.05,Credit Card
376,349,2024-07-19 23:32:00,Electronics,204.52,PayPal
377,351,2025-05-05 06:44:00,Fashion,387.8,Credit Card
378,351,2025-03-09 19:02:00,Electronics,129.42,Credit Card
379,355,2026-01-13 14:45:00,Entertainment,15.47,PayPal
380,356,2026-03-20 20:44:00,Entertainment,408.02,Debit Card
381,356,2026-03-20 20:34:00,Fashion,271.38,Credit Card
382,358,2025-10-05 08:06:00,Entertainment,190.67,PayPal
383,359,2025-11-07 17:25:00,Entertainment,406.45,UPI
384,359,2026-02-02 19:17:00,Entertainment,192.47,PayPal
385,359,2026-02-02 18:46:00,Fashion,133.3,UPI
386,360,2025-05-05 01:27:00,Entertainment,452.42,Debit Card
387,360,2025-05-05 00:43:00,Electronics,63.47,UPI
388,360,2025-02-27 12:30:00,Entertainment,212.82,UPI
389,360,2025-02-27 12:42:00,Food,257.01,PayPal
390,361,2024-07-23 15:47:00,Electronics,20.05,PayPal
391,362,2024-05-17 08:58:00,Electronics,78.41,UPI
392,362,2024-05-03 08:15:00,Entertainment,316.85,PayPal
393,362,2024-05-31 10:25:00,Food,267.47,UPI
394,363,2024-09-10 08:10:00,Fashion,293.38,PayPal
395,365,2024-12-24 09:06:00,Electronics,362.3,Credit Card
396,365,2024-11-12 18:04:00,Food,315.9,Credit Card
397,365,2024-11-12 17:56:00,Food,186.89,Debit Card
398,366,2024-04-11 20:59:00,Food,340.41,PayPal
399,366,2024-02-19 19:22:00,Food,33.83,PayPal
400,366,2024-02-19 19:25:00,Entertainment,363.52,PayPal
401,366,2024-05-19 20:11:00,Entertainment,17.5,Debit Card
402,367,2024-07-01 12:29:00,Electronics,447.84,UPI
403,368,2024-10-22 09:55:00,Food,378.18,PayPal
404,369,2024-05-25 12:22:00,Electronics,163.22,PayPal
405,369,2024-05-25 12:50:00,Food,66.31,Credit Card
406,370,2025-03-16 04:04:00,Entertainment,147.61,Credit Card
407,372,2024-08-06 17:42:00,Entertainment,226.51,Debit Card
408,373,2024-11-09 20:26:00,Electronics,133.26,PayPal
409,375,2025-08-04 17:25:00,Entertainment,95.15,Debit Card
410,375,2025-08-04 17:34:00,Fashion,389.81,PayPal
411,375,2025-10-07 23:39:00,Food,32.42,Credit Card
412,377,2026-01-20 12:21:00,Entertainment,265.71,PayPal
413,377,2026-01-20 12:32:00,Fashion,227.76,Debit Card
414,377,2026-03-25 08:03:00,Entertainment,241.78,UPI
415,377,2026-03-25 08:23:00,Fashion,192.66,UPI
416,379,2024-09-22 02:36:00,Entertainment,309.29,Credit Card
417,379,2024-12-25 12:30:00,Entertainment,313.26,Debit Card
418,380,2025-06-07 06:17:00,Fashion,172.58,Credit Card
419,380,2025-06-07 05:56:00,Electronics,84.58,Debit Card
420,384,2024-12-09 06:00:00,Fashion,275.55,UPI
421,385,2025-12-27 12:37:00,Entertainment,394.52,Credit Card
422,386,2025-02-04 14:00:00,Food,201.85,Debit Card
423,386,2025-02-04 14:41:00,Entertainment,462.26,Credit Card
424,386,2024-12-21 01:07:00,Electronics,42.75,UPI
425,386,2024-12-22 08:17:00,Food,128.77,PayPal
426,387,2025-12-08 19:39:00,Fashion,432.24,Debit Card
427,387,2025-12-08 19:05:00,Electronics,465.75,UPI
428,392,2025-02-12 18:22:00,Food,378.1,Credit Card
429,393,2025-05-07 16:24:00,Entertainment,56.7,Credit Card
430,393,2025-08-19 00:18:00,Electronics,243.89,PayPal
431,393,2025-05-27 23:01:00,Fashion,171.74,UPI
432,394,2024-06-25 16:56:00,Food,424.26,UPI
433,394,2024-04-07 01:20:00,Food,343.52,Credit Card
434,394,2024-07-23 19:38:00,Electronics,173.33,Debit Card
435,397,2025-06-30 00:49:00,Entertainment,359.44,Debit Card
436,398,2024-10-08 00:41:00,Entertainment,137.14,Credit Card
437,398,2024-10-08 00:49:00,Food,471.44,UPI
438,398,2024-10-22 15:45:00,Electronics,389.51,PayPal
439,398,2024-10-22 15:43:00,Electronics,477.01,Credit Card
440,398,2024-08-27 05:44:00,Electronics,431.95,Credit Card
441,400,2025-08-17 17:57:00,Entertainment,25.87,Debit Card
442,400,2025-08-06 01:44:00,Fashion,58.23,Credit Card
443,402,2026-01-15 15:48:00,Entertainment,218.58,PayPal
444,405,2025-12-25 02:15:00,Food,294.63,UPI
445,407,2025-05-19 04:29:00,Entertainment,374.47,Debit Card
446,409,2025-02-11 06:24:00,Entertainment,100.31,Credit Card
447,409,2025-02-11 05:51:00,Entertainment,236.33,Debit Card
448,409,2025-04-01 21:50:00,Food,88.96,Debit Card
