event_id,user_id,event_time,event_type,session_id,feature_name
125,12,2024-04-27 08:22:00,search,36,Notifications
126,12,2024-04-27 08:28:00,add_to_cart,36,Recommendations
127,12,2024-04-04 00:07:00,app_visit,37,Notifications
128,12,2024-04-03 23:17:00,search,37,Checkout
129,13,2025-01-19 19:37:00,app_visit,38,Profile
130,13,2025-01-19 19:40:00,signup,38,Search
131,14,2024-06-28 03:39:00,app_visit,39,Recommendations
132,14,2024-06-28 04:00:00,signup,39,Notifications
133,14,2024-06-28 03:43:00,onboarding_complete,39,Recommendations
134,14,2024-06-28 04:15:00,search,39,Checkout
135,14,2024-06-28 04:13:00,purchase,39,Search
136,14,2024-07-19 20:02:00,app_visit,40,Search
137,14,2024-07-19 20:10:00,signup,40,Profile
138,14,2024-07-19 20:13:00,onboarding_complete,40,Recommendations
139,14,2024-07-19 20:23:00,search,40,Profile
140,14,2024-07-19 19:45:00,add_to_cart,40,Notifications
141,14,2024-05-15 23:32:00,app_visit,41,Recommendations
142,14,2024-05-15 22:59:00,search,41,Notifications
143,14,2024-06-16 18:21:00,app_visit,42,Recommendations
144,14,2024-06-16 18:24:00,signup,42,Checkout
145,14,2024-06-16 18:21:00,onboarding_complete,42,Notifications
146,14,2024-06-16 19:11:00,search,42,Search
147,15,2025-04-22 05:08:00,app_visit,43,Search
148,15,2025-05-10 19:44:00,app_visit,44,Profile
149,15,2025-05-10 20:07:00,signup,44,Search
150,15,2025-05-10 20:09:00,search,44,Search
151,15,2025-05-07 17:48:00,app_visit,45,Checkout
152,15,2025-05-07 17:06:00,signup,45,Search
153,15,2025-05-07 17:19:00,search,45,Profile
154,15,2025-05-07 17:01:00,add_to_cart,45,Recommendations
155,16,2024-11-16 00:07:00,app_visit,46,Checkout
156,16,2024-11-16 00:03:00,add_to_cart,46,Profile
157,16,2024-09-15 06:12:00,app_visit,47,Recommendations
158,16,2024-09-15 07:06:00,signup,47,Profile
159,16,2024-09-15 06:14:00,onboarding_complete,47,Search
160,16,2024-09-15 07:02:00,search,47,Recommendations
161,16,2024-11-05 17:06:00,app_visit,48,Recommendations
162,16,2024-11-05 17:32:00,signup,48,Search
163,16,2024-11-05 17:11:00,search,48,Recommendations
164,16,2024-08-30 13:50:00,app_visit,49,Notifications
165,16,2024-08-30 13:34:00,signup,49,Search
166,16,2024-08-30 13:55:00,search,49,Search
167,16,2024-08-30 14:06:00,purchase,49,Search
168,16,2024-11-08 22:02:00,app_visit,50,Checkout
169,16,2024-11-08 21:43:00,search,50,Profile
170,16,2024-11-08 21:54:00,add_to_cart,50,Search
171,16,2024-12-06 05:30:00,app_visit,51,Checkout
172,16,2024-12-06 05:43:00,search,51,Notifications
173,16,2024-12-06 05:52:00,purchase,51,Search
174,16,2024-11-21 11:08:00,app_visit,52,Profile
175,16,2024-11-21 11:40:00,search,52,Notifications
176,17,2024-05-31 01:41:00,app_visit,53,Notifications
177,17,2024-05-31 01:58:00,search,53,Recommendations
178,17,2024-05-31 02:33:00,add_to_cart,53,Recommendations
179,17,2024-06-19 22:21:00,app_visit,54,Notifications
180,17,2024-06-19 22:11:00,signup,54,Profile
181,17,2024-06-19 21:32:00,onboarding_complete,54,Recommendations
182,17,2024-06-19 21:31:00,search,54,Profile
183,17,2024-06-19 21:34:00,add_to_cart,54,Recommendations
184,17,2024-08-03 18:38:00,app_visit,55,Recommendations
185,17,2024-08-03 18:33:00,signup,55,Recommendations
186,17,2024-08-03 18:26:00,onboarding_complete,55,Recommendations
187,17,2024-08-03 17:47:00,purchase,55,Search
188,17,2024-08-03 17:58:00,repeat_purchase,55,Notifications
189,17,2024-07-12 12:41:00,app_visit,56,Notifications
190,17,2024-07-12 12:25:00,search,56,Profile
191,18,2025-03-15 10:12:00,app_visit,57,Recommendations
192,18,2025-03-15 09:54:00,signup,57,Profile
193,18,2025-03-15 10:01:00,onboarding_complete,57,Profile
194,18,2025-03-15 09:51:00,search,57,Profile
195,18,2025-03-15 10:34:00,add_to_cart,57,Checkout
196,18,2025-02-16 12:30:00,app_visit,58,Profile
197,18,2025-02-16 12:47:00,signup,58,Profile
198,18,2025-01-12 02:30:00,app_visit,59,Checkout
199,18,2025-01-12 02:00:00,signup,59,Profile
200,18,2025-01-12 02:47:00,search,59,Search
201,18,2025-02-05 03:51:00,app_visit,60,Checkout
202,18,2025-02-05 03:45:00,signup,60,Search
203,18,2025-02-05 04:03:00,add_to_cart,60,Checkout
204,18,2025-04-08 13:38:00,app_visit,61,Checkout
205,18,2025-04-08 13:19:00,signup,61,Notifications
206,18,2025-04-08 13:15:00,onboarding_complete,61,Profile
207,18,2025-04-08 13:30:00,search,61,Checkout
208,18,2025-04-08 13:39:00,add_to_cart,61,Search
209,18,2025-04-08 13:24:00,purchase,61,Checkout
210,19,2024-05-26 14:37:00,app_visit,62,Checkout
211,19,2024-05-26 15:00:00,signup,62,Recommendations
212,19,2024-05-26 14:55:00,onboarding_complete,62,Checkout
213,19,2024-05-26 14:21:00,search,62,Notifications
214,19,2024-05-26 14:25:00,purchase,62,Checkout
215,20,2025-12-07 03:51:00,app_visit,63,Recommendations
216,20,2025-12-07 04:47:00,signup,63,Profile
217,20,2025-12-07 04:03:00,onboarding_complete,63,Search
218,20,2025-12-07 04:08:00,search,63,Search
219,20,2025-11-25 07:46:00,app_visit,64,Notifications
220,20,2025-11-25 07:14:00,signup,64,Profile
221,20,2025-11-25 07:26:00,onboarding_complete,64,Notifications
222,20,2025-11-25 07:36:00,search,64,Search
223,20,2025-11-25 07:01:00,add_to_cart,64,Recommendations
224,20,2025-10-31 10:29:00,app_visit,65,Notifications
225,20,2025-10-31 10:40:00,search,65,Checkout
226,20,2025-10-31 11:10:00,add_to_cart,65,Checkout
227,20,2025-10-10 18:49:00,app_visit,66,Notifications
228,20,2025-10-10 18:47:00,signup,66,Checkout
229,20,2025-10-10 18:24:00,onboarding_complete,66,Notifications
230,20,2025-10-10 18:58:00,search,66,Notifications
231,20,2025-10-10 18:09:00,purchase,66,Search
232,21,2025-10-30 01:10:00,app_visit,67,Recommendations
233,21,2025-10-30 00:45:00,signup,67,Recommendations
234,21,2025-10-30 00:23:00,search,67,Recommendations
235,21,2026-02-21 00:27:00,app_visit,68,Profile
236,21,2026-02-21 00:26:00,search,68,Search
237,21,2026-02-21 00:53:00,add_to_cart,68,Recommendations
238,21,2026-01-22 21:10:00,app_visit,69,Profile
239,21,2026-01-22 22:05:00,signup,69,Search
240,21,2026-01-22 21:37:00,search,69,Checkout
241,21,2025-12-25 04:46:00,app_visit,70,Recommendations
242,21,2025-12-25 04:00:00,signup,70,Notifications
243,21,2025-12-25 04:32:00,search,70,Profile
244,22,2024-10-28 10:06:00,app_visit,71,Notifications
245,22,2024-10-28 10:41:00,signup,71,Search
246,22,2024-10-28 10:15:00,onboarding_complete,71,Recommendations
247,22,2024-10-28 10:45:00,search,71,Recommendations
248,22,2024-10-22 19:24:00,app_visit,72,Recommendations
249,22,2024-10-22 19:42:00,search,72,Profile
250,22,2024-10-22 19:40:00,purchase,72,Search
251,22,2024-10-04 16:10:00,app_visit,73,Profile
252,22,2024-10-04 16:15:00,signup,73,Notifications
253,22,2024-10-04 15:45:00,onboarding_complete,73,Checkout
254,22,2024-10-04 16:13:00,search,73,Checkout
255,23,2024-04-07 17:11:00,app_visit,74,Profile
256,23,2024-04-07 17:30:00,signup,74,Notifications
257,23,2024-04-07 17:46:00,search,74,Recommendations
258,23,2024-04-07 17:25:00,add_to_cart,74,Notifications
259,23,2024-04-07 17:33:00,purchase,74,Profile
260,23,2024-03-23 09:04:00,app_visit,75,Recommendations
261,23,2024-03-23 09:01:00,search,75,Profile
262,23,2024-03-23 09:39:00,purchase,75,Recommendations
263,24,2025-07-30 03:42:00,app_visit,76,Recommendations
264,24,2025-07-30 03:44:00,signup,76,Checkout
265,24,2025-07-30 02:49:00,onboarding_complete,76,Search
266,25,2024-12-17 05:34:00,app_visit,77,Notifications
267,25,2024-12-17 05:39:00,signup,77,Notifications
268,25,2024-12-17 05:25:00,onboarding_complete,77,Profile
269,25,2024-12-17 05:39:00,search,77,Checkout
270,25,2024-11-18 18:30:00,app_visit,78,Notifications
271,25,2024-11-18 19:22:00,signup,78,Notifications
272,25,2024-11-18 19:04:00,onboarding_complete,78,Notifications
273,25,2024-11-18 18:52:00,search,78,Checkout
274,26,2025-01-14 18:18:00,app_visit,79,Search
275,26,2025-01-14 18:06:00,signup,79,Recommendations
276,26,2025-01-14 17:49:00,search,79,Profile
277,26,2025-01-14 18:12:00,add_to_cart,79,Checkout
278,26,2024-11-29 13:35:00,app_visit,80,Search
279,26,2024-11-29 13:55:00,signup,80,Profile
280,26,2024-11-29 13:58:00,onboarding_complete,80,Notifications
281,26,2024-11-29 14:06:00,uninstall,80,Profile
282,27,2025-11-25 21:44:00,app_visit,81,Profile
283,27,2025-11-25 21:58:00,search,81,Search
284,27,2025-11-25 21:36:00,add_to_cart,81,Profile
285,27,2025-10-14 04:33:00,app_visit,82,Search
286,27,2025-10-14 04:21:00,add_to_cart,82,Checkout
287,27,2025-11-23 18:08:00,app_visit,83,Profile
288,27,2025-11-23 18:09:00,signup,83,Checkout
289,28,2025-09-04 18:54:00,app_visit,84,Profile
290,28,2025-09-04 18:31:00,signup,84,Checkout
291,28,2025-09-04 19:02:00,onboarding_complete,84,Profile
292,28,2025-09-04 18:48:00,search,84,Search
293,28,2025-09-04 18:30:00,purchase,84,Profile
294,28,2025-09-04 19:18:00,repeat_purchase,84,Search
295,28,2025-07-22 21:34:00,app_visit,85,Profile
296,28,2025-07-22 21:40:00,signup,85,Notifications
297,29,2025-11-27 21:09:00,app_visit,86,Notifications
298,29,2025-11-09 04:29:00,app_visit,87,Recommendations
299,29,2025-11-09 04:44:00,signup,87,Checkout
300,29,2025-11-09 04:32:00,add_to_cart,87,Search
301,29,2025-11-09 05:20:00,purchase,87,Checkout
302,29,2025-11-09 11:51:00,app_visit,88,Profile
303,29,2025-11-09 11:03:00,signup,88,Profile
304,29,2025-11-09 11:30:00,onboarding_complete,88,Notifications
305,29,2025-11-09 11:21:00,search,88,Search
306,29,2026-01-15 06:22:00,app_visit,89,Checkout
307,29,2026-01-15 06:03:00,signup,89,Search
308,29,2026-01-15 05:56:00,onboarding_complete,89,Recommendations
309,29,2026-01-15 06:27:00,search,89,Recommendations
310,29,2026-01-15 06:09:00,purchase,89,Profile
311,29,2026-01-15 06:52:00,repeat_purchase,89,Recommendations
312,29,2026-01-05 12:40:00,app_visit,90,Search
313,29,2026-01-05 12:28:00,signup,90,Recommendations
314,29,2026-01-05 12:55:00,onboarding_complete,90,Profile
315,29,2026-01-05 12:57:00,search,90,Checkout
316,29,2026-01-05 12:37:00,add_to_cart,90,Search
317,29,2026-01-05 12:14:00,uninstall,90,Notifications
318,29,2026-01-17 07:50:00,app_visit,91,Checkout
319,29,2026-01-17 07:45:00,signup,91,Profile
320,29,2026-01-17 08:31:00,search,91,Profile
321,30,2025-02-16 23:14:00,app_visit,92,Notifications
322,30,2025-02-16 23:19:00,signup,92,Recommendations
323,30,2025-02-16 23:05:00,onboarding_complete,92,Profile
324,30,2025-02-16 23:53:00,search,92,Recommendations
325,30,2025-05-24 18:12:00,app_visit,93,Search
326,30,2025-05-24 17:59:00,search,93,Notifications
327,30,2025-05-24 17:54:00,add_to_cart,93,Recommendations
328,31,2025-03-09 18:21:00,app_visit,94,Search
329,31,2025-03-09 19:12:00,signup,94,Notifications
330,31,2025-03-09 19:02:00,onboarding_complete,94,Profile
331,31,2025-03-09 18:32:00,search,94,Checkout
332,31,2025-03-09 19:10:00,add_to_cart,94,Notifications
333,31,2025-02-04 04:06:00,app_visit,95,Search
334,31,2025-02-04 03:57:00,purchase,95,Checkout
335,31,2025-02-04 03:55:00,repeat_purchase,95,Search
336,31,2025-02-17 16:07:00,app_visit,96,Search
337,31,2025-02-17 15:57:00,signup,96,Recommendations
338,31,2025-02-17 15:58:00,onboarding_complete,96,Profile
339,31,2025-02-17 15:42:00,search,96,Notifications
340,31,2025-04-04 05:42:00,app_visit,97,Recommendations
341,31,2025-04-04 05:20:00,search,97,Recommendations
342,32,2026-03-09 00:26:00,app_visit,98,Search
343,32,2026-03-09 01:01:00,signup,98,Checkout
344,32,2026-03-09 00:51:00,search,98,Search
345,32,2026-03-09 00:54:00,purchase,98,Notifications
346,33,2025-10-17 08:52:00,app_visit,99,Profile
347,33,2025-10-17 08:41:00,search,99,Search
348,33,2025-10-17 09:16:00,add_to_cart,99,Recommendations
349,33,2025-10-17 08:48:00,purchase,99,Recommendations
350,33,2025-09-01 21:45:00,app_visit,100,Checkout
351,33,2025-09-01 21:48:00,signup,100,Recommendations
352,33,2025-09-01 21:55:00,onboarding_complete,100,Profile
353,33,2025-09-01 22:34:00,search,100,Profile
354,33,2025-09-01 21:45:00,add_to_cart,100,Search
355,33,2025-09-01 21:46:00,purchase,100,Checkout
356,34,2025-09-16 18:00:00,app_visit,101,Search
357,34,2025-09-16 17:31:00,signup,101,Recommendations
358,34,2025-09-16 17:28:00,search,101,Search
359,34,2025-09-16 18:08:00,add_to_cart,101,Profile
360,34,2025-06-13 04:31:00,app_visit,102,Notifications
361,34,2025-06-13 04:34:00,signup,102,Search
362,34,2025-06-13 04:01:00,onboarding_complete,102,Checkout
363,34,2025-06-13 04:13:00,search,102,Recommendations
364,34,2025-06-13 04:26:00,add_to_cart,102,Search
365,35,2025-02-20 11:04:00,app_visit,103,Search
366,35,2025-02-20 11:23:00,signup,103,Checkout
367,35,2025-02-20 11:23:00,onboarding_complete,103,Profile
368,35,2025-02-20 11:39:00,search,103,Recommendations
369,35,2024-11-26 19:44:00,app_visit,104,Search
370,35,2024-11-26 19:09:00,search,104,Recommendations
371,35,2024-12-21 05:47:00,app_visit,105,Profile
372,35,2024-12-21 05:46:00,signup,105,Profile
373,35,2024-12-21 06:41:00,onboarding_complete,105,Recommendations
374,35,2024-12-21 06:05:00,search,105,Recommendations
375,35,2024-12-21 06:14:00,add_to_cart,105,Search
376,35,2024-12-21 06:24:00,purchase,105,Checkout
377,35,2024-12-21 05:58:00,repeat_purchase,105,Notifications
378,36,2024-07-07 09:24:00,app_visit,106,Profile
379,36,2024-07-07 08:38:00,add_to_cart,106,Profile
380,36,2024-10-20 19:20:00,app_visit,107,Notifications
381,36,2024-10-20 19:15:00,signup,107,Notifications
382,36,2024-10-20 19:44:00,search,107,Recommendations
383,36,2024-10-20 19:15:00,add_to_cart,107,Search
384,36,2024-07-27 14:59:00,app_visit,108,Recommendations
385,36,2024-07-27 14:54:00,search,108,Profile
386,36,2024-09-12 18:37:00,app_visit,109,Checkout
387,36,2024-09-12 18:27:00,signup,109,Profile
388,36,2024-09-12 17:46:00,search,109,Recommendations
389,37,2025-03-21 03:21:00,app_visit,110,Search
390,37,2025-03-21 03:41:00,search,110,Recommendations
391,37,2025-03-21 03:51:00,add_to_cart,110,Checkout
392,37,2025-04-24 16:25:00,app_visit,111,Recommendations
393,37,2025-04-24 15:45:00,signup,111,Search
394,37,2025-03-26 23:13:00,app_visit,112,Search
395,37,2025-03-26 22:56:00,signup,112,Recommendations
396,37,2025-03-26 23:49:00,search,112,Search
397,38,2025-05-22 16:05:00,app_visit,113,Search
398,38,2025-05-22 16:46:00,signup,113,Checkout
399,38,2025-05-22 16:23:00,add_to_cart,113,Recommendations
400,38,2025-05-10 14:53:00,app_visit,114,Checkout
401,38,2025-05-10 15:06:00,search,114,Recommendations
402,38,2025-05-10 15:19:00,add_to_cart,114,Recommendations
403,39,2024-05-03 04:03:00,app_visit,115,Checkout
404,39,2024-05-03 03:29:00,signup,115,Profile
405,39,2024-05-03 03:31:00,search,115,Checkout
406,39,2024-05-03 04:15:00,add_to_cart,115,Notifications
407,40,2025-10-19 12:07:00,app_visit,116,Notifications
408,40,2025-10-19 12:14:00,signup,116,Checkout
409,40,2025-10-19 12:45:00,onboarding_complete,116,Notifications
410,40,2025-10-19 12:50:00,search,116,Search
411,41,2024-09-11 09:22:00,app_visit,117,Profile
412,41,2024-09-11 09:24:00,signup,117,Profile
413,41,2024-09-11 09:10:00,onboarding_complete,117,Checkout
414,41,2024-09-11 09:14:00,search,117,Profile
415,41,2024-09-11 09:27:00,add_to_cart,117,Profile
416,41,2024-10-13 21:27:00,app_visit,118,Search
417,41,2024-10-13 21:54:00,signup,118,Notifications
418,41,2024-10-13 21:55:00,onboarding_complete,118,Profile
419,41,2024-10-13 22:16:00,add_to_cart,118,Profile
420,41,2024-10-13 21:27:00,purchase,118,Profile
421,41,2024-11-08 08:16:00,app_visit,119,Recommendations
422,41,2024-11-08 07:30:00,signup,119,Checkout
423,41,2024-11-08 08:03:00,search,119,Search
424,41,2024-11-08 08:08:00,add_to_cart,119,Recommendations
425,41,2024-11-17 05:19:00,app_visit,120,Profile
426,41,2024-11-17 05:07:00,search,120,Profile
427,42,2025-01-11 07:20:00,app_visit,121,Search
428,42,2025-01-11 07:00:00,signup,121,Checkout
429,42,2025-01-11 07:02:00,add_to_cart,121,Profile
430,42,2025-01-11 06:49:00,purchase,121,Profile
431,42,2025-02-27 00:30:00,app_visit,122,Recommendations
432,42,2025-02-27 00:56:00,signup,122,Checkout
433,42,2025-02-27 00:00:00,onboarding_complete,122,Search
434,43,2025-02-04 11:07:00,app_visit,123,Profile
435,43,2025-02-04 10:32:00,signup,123,Recommendations
436,43,2025-02-04 11:06:00,onboarding_complete,123,Profile
437,43,2025-02-04 10:22:00,purchase,123,Recommendations
438,43,2025-05-09 05:09:00,app_visit,124,Profile
439,43,2025-05-09 04:53:00,signup,124,Recommendations
440,43,2025-05-09 05:46:00,onboarding_complete,124,Recommendations
441,43,2025-05-09 05:23:00,search,124,Checkout
442,43,2025-05-09 05:01:00,add_to_cart,124,Notifications
443,43,2025-04-02 06:47:00,app_visit,125,Profile
444,43,2025-04-02 07:03:00,signup,125,Checkout
445,43,2025-04-02 06:56:00,search,125,Profile
446,43,2025-04-02 06:24:00,add_to_cart,125,Search
447,43,2025-04-05 07:53:00,app_visit,126,Notifications
448,43,2025-04-05 08:04:00,signup,126,Recommendations
449,43,2025-04-05 08:16:00,onboarding_complete,126,Recommendations
450,43,2025-04-05 07:35:00,search,126,Notifications
451,43,2025-04-05 07:59:00,add_to_cart,126,Recommendations
452,43,2025-04-05 07:43:00,purchase,126,Checkout
453,43,2025-04-05 08:19:00,uninstall,126,Notifications
454,44,2024-09-18 08:24:00,app_visit,127,Notifications
455,44,2024-09-18 08:15:00,signup,127,Recommendations
456,44,2024-09-18 08:05:00,search,127,Search
457,44,2024-09-18 08:10:00,add_to_cart,127,Search
458,44,2024-08-11 11:25:00,app_visit,128,Search
459,44,2024-08-11 11:13:00,search,128,Checkout
460,44,2024-09-08 01:14:00,app_visit,129,Recommendations
461,44,2024-09-08 01:48:00,search,129,Search
462,45,2026-02-18 16:26:00,app_visit,130,Notifications
463,45,2026-02-18 16:30:00,signup,130,Recommendations
464,45,2026-02-18 16:04:00,onboarding_complete,130,Search
465,45,2026-02-18 15:51:00,search,130,Recommendations
466,45,2026-02-18 15:47:00,add_to_cart,130,Search
467,45,2025-11-18 18:34:00,app_visit,131,Profile
468,45,2025-11-18 19:10:00,signup,131,Profile
469,45,2025-11-18 18:54:00,onboarding_complete,131,Checkout
470,45,2025-11-18 18:48:00,search,131,Search
471,45,2025-11-18 18:35:00,add_to_cart,131,Search
472,45,2025-11-18 19:18:00,purchase,131,Recommendations
473,46,2024-08-21 16:39:00,app_visit,132,Checkout
474,46,2024-08-21 17:14:00,signup,132,Checkout
475,46,2024-08-21 16:49:00,add_to_cart,132,Notifications
476,46,2024-08-21 17:14:00,purchase,132,Notifications
477,47,2024-07-07 13:57:00,app_visit,133,Notifications
478,47,2024-07-07 13:44:00,search,133,Checkout
479,47,2024-07-11 04:25:00,app_visit,134,Checkout
480,47,2024-07-11 04:52:00,signup,134,Checkout
481,47,2024-07-11 04:53:00,search,134,Recommendations
482,47,2024-07-11 04:48:00,purchase,134,Recommendations
483,47,2024-05-01 02:07:00,app_visit,135,Notifications
484,47,2024-05-01 02:48:00,signup,135,Checkout
485,47,2024-05-01 02:00:00,onboarding_complete,135,Notifications
486,47,2024-05-01 02:10:00,search,135,Checkout
487,47,2024-05-01 02:23:00,purchase,135,Notifications
488,47,2024-06-02 22:47:00,app_visit,136,Recommendations
489,47,2024-06-02 23:16:00,search,136,Search
490,48,2024-03-12 22:22:00,app_visit,137,Profile
491,48,2024-03-12 23:19:00,search,137,Search
492,48,2024-03-12 22:48:00,purchase,137,Notifications
493,48,2024-03-12 22:30:00,repeat_purchase,137,Checkout
494,49,2024-04-02 17:35:00,app_visit,138,Profile
495,49,2024-04-02 18:15:00,signup,138,Search
496,49,2024-04-02 17:53:00,onboarding_complete,138,Profile
