session_id,user_id,session_start,session_end,session_duration_minutes,pages_viewed,platform
76,24,2025-07-30 02:49:00,2025-07-30 03:08:44.508155,19.74,9,Android
77,25,2024-12-17 05:18:00,2024-12-17 05:52:13.421345,34.22,17,Android
78,25,2024-11-18 18:25:00,2024-11-18 19:05:22.085442,40.37,20,Android
79,26,2025-01-14 17:22:00,2025-01-14 17:42:18.555463,20.31,10,Web
80,26,2024-11-29 13:08:00,2024-11-29 13:43:13.979856,35.23,17,Web
81,27,2025-11-25 21:18:00,2025-11-25 21:56:35.170186,38.59,19,iOS
82,27,2025-10-14 04:14:00,2025-10-14 04:55:15.495571,41.26,20,iOS
83,27,2025-11-23 17:12:00,2025-11-23 17:39:10.226517,27.17,13,iOS
84,28,2025-09-04 18:18:00,2025-09-04 18:26:56.000415,8.93,4,Android
85,28,2025-07-22 21:14:00,2025-07-22 21:16:23.712849,2.4,1,Android
86,29,2025-11-27 20:26:00,2025-11-27 21:04:55.688009,38.93,19,Web
87,29,2025-11-09 04:20:00,2025-11-09 04:31:42.942649,11.72,5,Web
88,29,2025-11-09 11:03:00,2025-11-09 11:12:04.195219,9.07,4,Web
89,29,2026-01-15 05:56:00,2026-01-15 06:21:37.057554,25.62,12,Web
90,29,2026-01-05 12:00:00,2026-01-05 12:44:21.974424,44.37,22,Web
91,29,2026-01-17 07:35:00,2026-01-17 07:51:25.360889,16.42,8,Web
92,30,2025-02-16 23:00:00,2025-02-16 23:10:18.913333,10.32,5,Android
93,30,2025-05-24 17:17:00,2025-05-24 17:21:19.939399,4.33,2,Android
94,31,2025-03-09 18:19:00,2025-03-09 18:35:22.026463,16.37,8,Android
95,31,2025-02-04 03:16:00,2025-02-04 03:35:24.078121,19.4,9,Android
96,31,2025-02-17 15:31:00,2025-02-17 15:40:05.759467,9.1,4,Android
97,31,2025-04-04 05:04:00,2025-04-04 05:15:43.856757,11.73,5,Android
98,32,2026-03-09 00:18:00,2026-03-09 00:34:21.284577,16.35,8,Android
99,33,2025-10-17 08:30:00,2025-10-17 08:43:45.930314,13.77,6,Android
100,33,2025-09-01 21:41:00,2025-09-01 21:57:17.510924,16.29,8,Android
101,34,2025-09-16 17:20:00,2025-09-16 17:35:50.000591,15.83,7,Web
102,34,2025-06-13 03:37:00,2025-06-13 03:53:47.831982,16.8,8,Web
103,35,2025-02-20 10:39:00,2025-02-20 10:43:52.780080,4.88,2,iOS
104,35,2024-11-26 18:44:00,2024-11-26 18:45:10.389651,1.17,0,iOS
105,35,2024-12-21 05:45:00,2024-12-21 05:59:54.030081,14.9,7,iOS
106,36,2024-07-07 08:35:00,2024-07-07 08:45:05.968214,10.1,5,iOS
107,36,2024-10-20 18:59:00,2024-10-20 19:13:51.114992,14.85,7,iOS
108,36,2024-07-27 14:16:00,2024-07-27 14:22:15.335665,6.26,3,iOS
109,36,2024-09-12 17:44:00,2024-09-12 18:00:40.719899,16.68,8,iOS
110,37,2025-03-21 02:56:00,2025-03-21 03:17:45.983382,21.77,10,iOS
111,37,2025-04-24 15:37:00,2025-04-24 16:09:39.142434,32.65,16,iOS
112,37,2025-03-26 22:51:00,2025-03-26 23:00:48.667221,9.81,4,iOS
113,38,2025-05-22 15:50:00,2025-05-22 16:02:59.804121,13.0,6,Web
114,38,2025-05-10 14:24:00,2025-05-10 14:50:52.748863,26.88,13,Web
115,39,2024-05-03 03:25:00,2024-05-03 04:09:02.310815,44.04,22,Android
116,40,2025-10-19 11:58:00,2025-10-19 12:11:40.903202,13.68,6,Android
117,41,2024-09-11 08:47:00,2024-09-11 09:16:33.346063,29.56,14,Android
118,41,2024-10-13 21:20:00,2024-10-13 21:45:27.126220,25.45,12,Android
119,41,2024-11-08 07:29:00,2024-11-08 08:03:59.791220,35.0,17,Android
120,41,2024-11-17 04:30:00,2024-11-17 04:44:28.651262,14.48,7,Android
121,42,2025-01-11 06:41:00,2025-01-11 06:56:56.299102,15.94,7,iOS
122,42,2025-02-26 23:57:00,2025-02-27 00:13:22.160550,16.37,8,iOS
123,43,2025-02-04 10:08:00,2025-02-04 10:18:11.281039,10.19,5,Android
124,43,2025-05-09 04:48:00,2025-05-09 05:02:13.022279,14.22,7,Android
125,43,2025-04-02 06:07:00,2025-04-02 06:32:50.811596,25.85,12,Android
126,43,2025-04-05 07:30:00,2025-04-05 07:39:32.592854,9.54,4,Android
127,44,2024-09-18 07:36:00,2024-09-18 07:50:58.530149,14.98,7,Android
128,44,2024-08-11 11:03:00,2024-08-11 11:22:07.573763,19.13,9,Android
129,44,2024-09-08 00:53:00,2024-09-08 01:01:58.757714,8.98,4,Android
130,45,2026-02-18 15:43:00,2026-02-18 15:59:14.032233,16.23,8,Web
131,45,2025-11-18 18:24:00,2025-11-18 18:32:57.603341,8.96,4,Web
132,46,2024-08-21 16:28:00,2024-08-21 16:41:19.050808,13.32,6,iOS
133,47,2024-07-07 13:19:00,2024-07-07 13:56:01.227319,37.02,18,iOS
134,47,2024-07-11 04:01:00,2024-07-11 04:40:35.851061,39.6,19,iOS
135,47,2024-05-01 01:57:00,2024-05-01 02:16:23.271731,19.39,9,iOS
136,47,2024-06-02 22:46:00,2024-06-02 23:09:16.055046,23.27,11,iOS
137,48,2024-03-12 22:19:00,2024-03-12 22:53:13.818423,34.23,17,Android
138,49,2024-04-02 17:35:00,2024-04-02 17:47:43.672827,12.73,6,Web
139,49,2024-02-12 13:25:00,2024-02-12 13:37:49.704386,12.83,6,Web
140,50,2024-06-10 23:38:00,2024-06-10 23:45:20.969330,7.35,3,Android
141,50,2024-08-02 20:10:00,2024-08-02 20:16:27.701443,6.46,3,Android
142,50,2024-05-26 08:42:00,2024-05-26 08:45:22.618167,3.38,1,Android
143,50,2024-07-29 00:21:00,2024-07-29 00:23:44.314929,2.74,1,Android
144,50,2024-07-30 09:19:00,2024-07-30 09:20:11.154320,1.19,0,Android
145,51,2025-06-03 13:11:00,2025-06-03 13:15:11.975171,4.2,2,iOS
146,52,2024-08-07 00:35:00,2024-08-07 00:36:44.427643,1.74,0,iOS
147,52,2024-05-20 06:39:00,2024-05-20 06:56:31.552489,17.53,8,iOS
148,52,2024-06-22 03:00:00,2024-06-22 03:05:31.608836,5.53,2,iOS
149,52,2024-07-06 06:21:00,2024-07-06 06:25:52.332416,4.87,2,iOS
150,53,2024-11-02 16:37:00,2024-11-02 16:56:10.875489,19.18,9,iOS
151,53,2024-09-04 07:04:00,2024-09-04 07:09:15.289295,5.25,2,iOS
152,53,2024-10-21 23:30:00,2024-10-21 23:32:53.304448,2.89,1,iOS
153,53,2024-08-14 20:04:00,2024-08-14 20:05:42.174819,1.7,0,iOS
154,53,2024-11-27 08:19:00,2024-11-27 08:34:51.642792,15.86,7,iOS
155,54,2025-12-05 12:14:00,2025-12-05 12:28:31.253035,14.52,7,Web
156,55,2025-06-21 15:42:00,2025-06-21 15:54:49.738235,12.83,6,Android
157,55,2025-08-06 15:59:00,2025-08-06 16:14:43.434264,15.72,7,Android
158,56,2024-12-01 08:23:00,2024-12-01 08:42:14.670678,19.24,9,Android
159,56,2024-11-05 07:29:00,2024-11-05 07:42:47.628570,13.79,6,Android
160,56,2025-02-21 19:49:00,2025-02-21 19:51:05.238743,2.09,1,Android
161,56,2024-12-05 20:25:00,2024-12-05 20:37:42.127747,12.7,6,Android
162,57,2024-10-25 23:35:00,2024-10-25 23:50:33.463266,15.56,7,Web
163,57,2025-01-10 18:20:00,2025-01-10 18:47:36.934036,27.62,13,Web
164,57,2024-12-30 23:17:00,2024-12-30 23:59:32.749452,42.55,21,Web
165,57,2025-01-17 04:07:00,2025-01-17 04:28:28.738754,21.48,10,Web
166,57,2024-12-19 13:56:00,2024-12-19 14:36:54.234897,40.9,20,Web
167,58,2024-12-10 15:29:00,2024-12-10 15:38:32.018850,9.53,4,Android
168,58,2024-12-14 00:00:00,2024-12-14 00:19:03.087204,19.05,9,Android
169,59,2025-07-10 22:37:00,2025-07-10 22:46:39.309932,9.66,4,iOS
170,59,2025-09-08 12:41:00,2025-09-08 13:00:53.720166,19.9,9,iOS
171,60,2025-12-01 08:05:00,2025-12-01 08:18:10.431315,13.17,6,Web
172,60,2025-11-18 03:44:00,2025-11-18 03:49:25.358744,5.42,2,Web
173,60,2025-11-11 04:46:00,2025-11-11 05:04:17.446620,18.29,9,Web
174,61,2025-12-24 02:43:00,2025-12-24 03:09:52.660154,26.88,13,Android
175,62,2024-11-27 20:59:00,2024-11-27 21:04:07.183186,5.12,2,Android
176,62,2025-03-10 20:31:00,2025-03-10 20:38:27.688716,7.46,3,Android
177,62,2024-11-19 10:47:00,2024-11-19 10:56:36.795380,9.61,4,Android
178,62,2024-12-07 10:52:00,2024-12-07 10:56:32.968014,4.55,2,Android
179,63,2025-01-13 03:43:00,2025-01-13 03:55:19.237713,12.32,6,iOS
180,63,2025-03-15 01:19:00,2025-03-15 01:24:51.145637,5.85,2,iOS
181,63,2025-03-11 22:19:00,2025-03-11 22:27:12.257181,8.2,4,iOS
182,63,2025-01-01 15:10:00,2025-01-01 15:25:53.398137,15.89,7,iOS
183,64,2025-11-17 08:55:00,2025-11-17 09:11:48.844277,16.81,8,iOS
184,64,2025-08-29 01:01:00,2025-08-29 01:06:49.885979,5.83,2,iOS
185,64,2025-11-17 03:21:00,2025-11-17 03:37:08.742178,16.15,8,iOS
186,64,2025-11-30 05:53:00,2025-11-30 05:56:48.618020,3.81,1,iOS
187,65,2025-04-28 04:25:00,2025-04-28 04:27:20.509519,2.34,1,Web
188,65,2025-07-17 09:41:00,2025-07-17 09:42:19.065465,1.32,0,Web
189,65,2025-05-09 07:13:00,2025-05-09 07:19:28.590564,6.48,3,Web
190,65,2025-05-24 11:48:00,2025-05-24 11:53:17.388873,5.29,2,Web
191,66,2025-11-20 19:45:00,2025-11-20 19:57:21.838773,12.36,6,iOS
192,66,2025-12-19 12:02:00,2025-12-19 12:10:32.868668,8.55,4,iOS
193,66,2025-11-26 08:24:00,2025-11-26 08:29:46.934898,5.78,2,iOS
194,66,2025-11-27 18:04:00,2025-11-27 18:06:05.223778,2.09,1,iOS
195,67,2026-03-31 01:03:00,2026-03-31 01:12:52.664191,9.88,4,Web
196,67,2026-02-05 05:19:00,2026-02-05 05:33:21.824625,14.36,7,Web
197,67,2026-01-16 09:55:00,2026-01-16 09:56:10.028114,1.17,0,Web
198,67,2025-12-31 08:29:00,2025-12-31 08:40:03.292508,11.05,5,Web
199,67,2026-03-31 23:44:00,2026-03-31 23:46:26.347135,2.44,1,Web
200,67,2026-01-30 16:08:00,2026-01-30 16:09:40.193807,1.67,0,Web
201,68,2025-04-27 17:49:00,2025-04-27 17:59:35.113539,10.59,5,Android
202,69,2025-02-12 03:02:00,2025-02-12 03:07:54.284359,5.9,2,Android
203,69,2025-04-02 08:16:00,2025-04-02 08:18:04.604761,2.08,1,Android
204,69,2025-01-21 16:59:00,2025-01-21 17:15:41.889866,16.7,8,Android
205,70,2025-02-28 02:28:00,2025-02-28 02:37:28.713029,9.48,4,Android
206,71,2024-04-30 18:04:00,2024-04-30 18:10:46.032840,6.77,3,Android
207,71,2024-08-17 22:28:00,2024-08-17 22:47:43.295350,19.72,9,Android
208,72,2024-10-17 06:50:00,2024-10-17 07:22:11.719456,32.2,16,iOS
209,72,2024-07-17 19:38:00,2024-07-17 20:13:44.715804,35.75,17,iOS
210,72,2024-07-17 16:03:00,2024-07-17 16:21:56.805131,18.95,9,iOS
211,72,2024-10-31 15:55:00,2024-10-31 16:36:41.983418,41.7,20,iOS
212,72,2024-07-18 19:56:00,2024-07-18 20:24:27.952511,28.47,14,iOS
213,73,2025-10-03 13:08:00,2025-10-03 13:25:36.995395,17.62,8,Android
214,73,2025-09-30 01:09:00,2025-09-30 01:21:10.464624,12.17,6,Android
215,74,2024-09-04 09:08:00,2024-09-04 09:33:53.872854,25.9,12,Android
216,74,2024-06-25 07:36:00,2024-06-25 08:02:26.330441,26.44,13,Android
217,74,2024-07-03 09:43:00,2024-07-03 09:51:14.807850,8.25,4,Android
218,74,2024-08-19 09:10:00,2024-08-19 09:43:27.460980,33.46,16,Android
219,75,2025-09-13 09:06:00,2025-09-13 09:18:50.189212,12.84,6,Android
220,76,2025-05-24 15:20:00,2025-05-24 15:23:14.544931,3.24,1,Android
221,77,2025-09-08 21:03:00,2025-09-08 21:20:26.244326,17.44,8,iOS
222,77,2025-06-23 16:45:00,2025-06-23 17:23:12.048406,38.2,19,iOS
223,77,2025-09-08 08:40:00,2025-09-08 09:16:16.871133,36.28,18,iOS
224,78,2025-01-26 06:47:00,2025-01-26 06:55:08.944302,8.15,4,Web
225,78,2025-01-19 08:51:00,2025-01-19 08:58:01.314117,7.02,3,Web
226,79,2025-05-17 03:20:00,2025-05-17 03:33:29.915626,13.5,6,Android
227,79,2025-05-11 09:45:00,2025-05-11 10:03:50.601293,18.84,9,Android
228,80,2024-09-16 11:38:00,2024-09-16 11:51:23.439106,13.39,6,Web
229,81,2025-05-04 02:45:00,2025-05-04 02:52:25.964351,7.43,3,Android
230,81,2025-01-24 04:21:00,2025-01-24 04:27:14.151382,6.24,3,Android
231,82,2025-05-25 02:10:00,2025-05-25 02:13:46.884865,3.78,1,Android
232,82,2025-07-11 02:54:00,2025-07-11 03:12:53.472188,18.89,9,Android
233,82,2025-07-27 22:58:00,2025-07-27 23:13:20.261868,15.34,7,Android
234,82,2025-08-22 16:21:00,2025-08-22 16:32:18.700577,11.31,5,Android
235,82,2025-08-30 10:29:00,2025-08-30 10:44:43.617186,15.73,7,Android
236,83,2024-10-11 16:29:00,2024-10-11 16:34:24.094013,5.4,2,iOS
237,83,2024-08-30 04:37:00,2024-08-30 04:49:58.912645,12.98,6,iOS
238,83,2024-07-09 16:44:00,2024-07-09 16:47:49.728660,3.83,1,iOS
239,83,2024-07-25 06:37:00,2024-07-25 06:46:49.075809,9.82,4,iOS
240,83,2024-08-30 19:35:00,2024-08-30 19:47:38.367165,12.64,6,iOS
241,84,2025-03-18 04:16:00,2025-03-18 04:24:37.037773,8.62,4,Android
242,84,2024-12-26 19:26:00,2024-12-26 19:38:12.504694,12.21,6,Android
243,84,2025-03-15 07:10:00,2025-03-15 07:29:35.145313,19.59,9,Android
244,84,2025-03-07 18:20:00,2025-03-07 18:34:17.773266,14.3,7,Android
245,84,2025-01-27 23:13:00,2025-01-27 23:29:53.194519,16.89,8,Android
246,84,2025-03-03 18:05:00,2025-03-03 18:15:44.331433,10.74,5,Android
247,85,2024-09-13 06:53:00,2024-09-13 06:55:37.403307,2.62,1,Android
248,85,2024-07-15 06:34:00,2024-07-15 06:50:25.015430,16.42,8,Android
249,86,2025-10-07 08:51:00,2025-10-07 09:20:04.521324,29.08,14,Android
250,86,2025-08-21 19:37:00,2025-08-21 20:06:40.165218,29.67,14,Android
251,86,2025-09-08 15:51:00,2025-09-08 16:17:45.271601,26.75,13,Android
252,86,2025-09-07 14:22:00,2025-09-07 14:52:11.172504,30.19,15,Android
253,86,2025-08-28 23:40:00,2025-08-28 23:58:29.244793,18.49,9,Android
254,87,2025-05-29 16:44:00,2025-05-29 16:51:14.795601,7.25,3,iOS
255,87,2025-06-16 13:21:00,2025-06-16 13:39:18.179405,18.3,9,iOS
256,88,2025-12-10 18:13:00,2025-12-10 18:20:01.062823,7.02,3,Web
257,88,2025-10-19 08:03:00,2025-10-19 08:13:05.595394,10.09,5,Web
258,88,2025-10-22 03:18:00,2025-10-22 03:26:04.192799,8.07,4,Web
259,89,2024-06-23 09:53:00,2024-06-23 10:04:57.093231,11.95,5,Android
260,89,2024-05-28 00:00:00,2024-05-28 00:15:16.965647,15.28,7,Android
261,89,2024-09-03 17:10:00,2024-09-03 17:24:17.565913,14.29,7,Android
262,89,2024-08-23 03:01:00,2024-08-23 03:14:46.983803,13.78,6,Android
263,89,2024-08-30 15:38:00,2024-08-30 15:45:11.494281,7.19,3,Android
264,90,2024-08-25 16:46:00,2024-08-25 17:01:38.863578,15.65,7,Android
265,90,2024-09-16 22:30:00,2024-09-16 22:44:21.194221,14.35,7,Android
266,91,2025-08-24 14:47:00,2025-08-24 14:52:48.438220,5.81,2,Android
267,92,2025-12-11 15:25:00,2025-12-11 15:29:59.632921,4.99,2,Android
268,92,2026-03-01 23:43:00,2026-03-01 23:49:05.189266,6.09,3,Android
269,93,2026-04-05 10:22:00,2026-04-05 10:36:20.215455,14.34,7,Android
270,93,2026-03-18 21:55:00,2026-03-18 22:11:21.316970,16.36,8,Android
271,93,2025-12-28 22:35:00,2025-12-28 22:53:38.851263,18.65,9,Android
272,94,2024-12-14 11:02:00,2024-12-14 11:12:46.001569,10.77,5,iOS
273,94,2024-11-29 04:02:00,2024-11-29 04:03:13.243233,1.22,0,iOS
274,95,2024-08-06 21:32:00,2024-08-06 21:37:43.410723,5.72,2,Android
275,95,2024-07-29 05:03:00,2024-07-29 05:13:07.137982,10.12,5,Android
276,95,2024-07-30 08:02:00,2024-07-30 08:17:49.135078,15.82,7,Android
277,96,2025-08-03 19:10:00,2025-08-03 19:15:20.331169,5.34,2,Web
278,96,2025-06-07 04:18:00,2025-06-07 04:29:24.063445,11.4,5,Web
279,96,2025-07-14 01:57:00,2025-07-14 02:04:18.018173,7.3,3,Web
280,96,2025-05-05 00:17:00,2025-05-05 00:26:21.368126,9.36,4,Web
281,96,2025-08-10 10:24:00,2025-08-10 10:25:04.393520,1.07,0,Web
282,97,2025-01-09 03:08:00,2025-01-09 03:29:11.282462,21.19,10,Android
283,97,2025-03-07 22:57:00,2025-03-07 23:10:10.240843,13.17,6,Android
284,98,2025-01-31 13:57:00,2025-01-31 13:58:54.773322,1.91,0,Web
285,98,2025-01-12 10:54:00,2025-01-12 10:58:23.493706,4.39,2,Web
286,98,2025-03-16 06:19:00,2025-03-16 06:27:37.212745,8.62,4,Web
287,98,2025-04-16 01:41:00,2025-04-16 01:49:44.037746,8.73,4,Web
288,99,2025-06-13 17:37:00,2025-06-13 17:45:45.081939,8.75,4,Web
289,99,2025-04-12 16:40:00,2025-04-12 16:59:48.461742,19.81,9,Web
290,99,2025-04-19 18:18:00,2025-04-19 18:53:21.791921,35.36,17,Web
291,99,2025-04-10 08:37:00,2025-04-10 09:21:08.214118,44.14,22,Web
292,100,2025-07-03 00:37:00,2025-07-03 01:00:29.502723,23.49,11,Android
293,100,2025-04-29 00:10:00,2025-04-29 00:47:30.207561,37.5,18,Android
294,100,2025-03-31 22:43:00,2025-03-31 23:03:54.500746,20.91,10,Android
295,101,2025-09-30 12:41:00,2025-09-30 12:59:11.600460,18.19,9,Android
296,101,2025-10-08 08:56:00,2025-10-08 09:15:44.377889,19.74,9,Android
297,101,2025-11-20 22:10:00,2025-11-20 22:15:55.591595,5.93,2,Android
298,101,2025-10-09 04:14:00,2025-10-09 04:18:00.564461,4.01,2,Android
299,101,2025-12-16 04:38:00,2025-12-16 04:57:02.940761,19.05,9,Android
300,102,2024-11-10 02:00:00,2024-11-10 02:09:14.702181,9.25,4,Android
301,102,2024-12-16 07:18:00,2024-12-16 07:24:54.742407,6.91,3,Android
302,102,2024-12-02 14:01:00,2024-12-02 14:03:36.585163,2.61,1,Android
303,102,2024-11-03 10:57:00,2024-11-03 10:59:19.763827,2.33,1,Android
304,102,2024-12-29 19:29:00,2024-12-29 19:40:03.284477,11.05,5,Android
305,102,2025-01-13 06:34:00,2025-01-13 06:53:47.364094,19.79,9,Android
306,103,2024-11-13 12:30:00,2024-11-13 12:48:29.106704,18.49,9,Android
307,103,2024-11-20 08:04:00,2024-11-20 08:13:55.099209,9.92,4,Android
308,103,2024-09-08 04:33:00,2024-09-08 04:52:03.844863,19.06,9,Android
309,104,2024-04-12 08:06:00,2024-04-12 08:17:32.772347,11.55,5,Android
310,104,2024-01-03 03:30:00,2024-01-03 03:39:43.364904,9.72,4,Android
311,105,2024-10-19 21:48:00,2024-10-19 22:00:51.770855,12.86,6,iOS
312,105,2024-10-27 12:54:00,2024-10-27 13:07:04.580733,13.08,6,iOS
313,105,2024-11-08 19:02:00,2024-11-08 19:41:27.267245,39.45,19,iOS
314,105,2024-12-12 21:36:00,2024-12-12 21:46:04.118557,10.07,5,iOS
315,106,2024-01-26 13:20:00,2024-01-26 13:24:21.695859,4.36,2,Android
316,106,2024-01-22 05:42:00,2024-01-22 05:47:15.667336,5.26,2,Android
317,106,2024-03-31 19:08:00,2024-03-31 19:19:15.737661,11.26,5,Android
318,106,2024-01-26 18:38:00,2024-01-26 18:46:26.173501,8.44,4,Android
319,107,2024-08-24 19:46:00,2024-08-24 20:00:58.384045,14.97,7,iOS
320,107,2024-09-19 01:00:00,2024-09-19 01:19:02.200804,19.04,9,iOS
321,108,2025-04-29 16:07:00,2025-04-29 16:26:11.209081,19.19,9,iOS
322,109,2025-10-12 22:51:00,2025-10-12 22:54:07.272741,3.12,1,Android
323,109,2025-10-15 10:54:00,2025-10-15 10:59:44.518273,5.74,2,Android
324,110,2024-12-04 20:26:00,2024-12-04 20:43:25.394351,17.42,8,Android
325,110,2024-12-30 11:38:00,2024-12-30 12:11:07.289947,33.12,16,Android
326,110,2025-01-04 06:03:00,2025-01-04 06:15:44.976040,12.75,6,Android
327,110,2025-03-08 08:12:00,2025-03-08 08:26:42.355386,14.71,7,Android
328,110,2024-12-18 08:45:00,2024-12-18 09:06:27.014671,21.45,10,Android
329,110,2024-12-09 14:19:00,2024-12-09 14:33:54.107149,14.9,7,Android
